"name","dept","area","count","adjustedcount","year"
Denis Gracanin,Virginia Tech,vis,1.0,0.25,2008
Jeffrey Heer,University of Washington,vis,2.0,1.0,2006
Maneesh Agrawala,Stanford University,vis,2.0,1.0,2006
Alireza Entezari,University of Florida,vis,1.0,0.333333333333,2016
Miriah D. Meyer,University of Utah,vis,1.0,0.333333333333,2007
Robert M. Kirby,University of Utah,vis,1.0,0.333333333333,2007
Ross T. Whitaker,University of Utah,vis,2.0,0.583333333333,2007
Sabarish V. Babu,Clemson University,vis,1.0,0.1,2014
Larry F. Hodges,Clemson University,vis,1.0,0.1,2014
Klaus Mueller,Stony Brook University,vis,1.0,0.2,2008
Valerio Pascucci,University of Utah,vis,2.0,0.45,2006
Ming C. Lin,University of North Carolina,vis,1.0,0.166666666667,2016
Dinesh Manocha,University of North Carolina,vis,2.0,0.366666666667,2016
Carey Williamson,University of Calgary,vis,1.0,0.25,2008
Tamara Munzner,University of British Columbia,vis,2.0,0.583333333333,2016
Gordon L. Kindlmann,University of Chicago,vis,1.0,0.333333333333,2008
Valerio Pascucci,University of Utah,vis,3.0,0.486111111111,2011
Bernd Hamann,University of California - Davis,vis,1.0,0.125,2011
Arie E. Kaufman,Stony Brook University,vis,2.0,0.833333333333,2006
Jeffrey Heer,University of Washington,vis,2.0,0.833333333333,2014
Hanghang Tong,Arizona State University,vis,1.0,0.166666666667,2017
John V. Carlis,University of Minnesota,vis,1.0,0.125,2014
Daniel F. Keefe,University of Minnesota,vis,1.0,0.125,2014
Benjamin B. Bederson,University of Maryland - College Park,vis,1.0,0.333333333333,2016
Juliana Freire,New York University,vis,1.0,0.2,2013
Cláudio T. Silva,New York University,vis,1.0,0.2,2013
Montek Singh,University of North Carolina,vis,1.0,0.142857142857,2016
Anselmo Lastra,University of North Carolina,vis,1.0,0.142857142857,2016
Henry Fuchs,University of North Carolina,vis,1.0,0.142857142857,2016
Wesley Willett,University of Calgary,vis,1.0,0.333333333333,2017
Tamara Munzner,University of British Columbia,vis,3.0,1.16666666667,2013
P. Thomas Fletcher,University of Utah,vis,1.0,0.25,2007
Ravin Balakrishnan,University of Toronto,vis,1.0,0.25,2011
Benjamin Lok,University of Florida,vis,1.0,0.25,2014
Jian Huang,University of Tennessee,vis,1.0,0.2,2008
Michael Gleicher,University of Wisconsin - Madison,vis,1.0,0.333333333333,2009
Ronald A. Rensink,University of British Columbia,vis,1.0,0.25,2014
Jimeng Sun,Georgia Institute of Technology,vis,1.0,0.166666666667,2010
Robert M. Kirby,University of Utah,vis,1.0,0.333333333333,2011
Miriah D. Meyer,University of Utah,vis,1.0,0.25,2014
Juliana Freire,New York University,vis,1.0,0.2,2008
Joseph M. Hellerstein,University of California - Berkeley,vis,1.0,0.25,2012
Jeffrey Heer,University of Washington,vis,1.0,0.25,2012
Yuan Zhou,Indiana University,vis,1.0,0.5,2006
Lane T. Harrison,Worcester Polytechnic Institute,vis,1.0,0.125,2016
Remco Chang,Tufts University,vis,1.0,0.125,2016
Michael Gleicher,University of Wisconsin - Madison,vis,1.0,0.5,2016
Donald H. House,Clemson University,vis,1.0,0.333333333333,2006
Daniel G. Aliaga,Purdue University,vis,1.0,0.333333333333,2010
Hanspeter Pfister,Harvard University,vis,2.0,0.5,2009
Ross T. Whitaker,University of Utah,vis,1.0,0.166666666667,2009
Ravin Balakrishnan,University of Toronto,vis,1.0,0.25,2012
David H. Laidlaw,Brown University,vis,1.0,0.25,2016
Juliana Freire,New York University,vis,1.0,0.2,2009
Hasan Davulcu,Arizona State University,vis,1.0,0.111111111111,2016
Jian Ma,Carnegie Mellon University,vis,1.0,0.125,2017
Alireza Entezari,University of Florida,vis,1.0,0.5,2006
Anthony Steed,University College London,vis,1.0,0.333333333333,2013
Mel Slater,University College London,vis,3.0,1.0,2013
Tobias Höllerer,University of California - Santa Barbara,vis,1.0,0.25,2011
Angus Forbes,University of Illinois at Chicago,vis,1.0,0.25,2011
Chris North,Virginia Tech,vis,1.0,0.333333333333,2014
Naren Ramakrishnan,Virginia Tech,vis,1.0,0.333333333333,2014
Alireza Entezari,University of Florida,vis,1.0,0.5,2013
Joseph K. Kearney,University of Iowa,vis,1.0,0.333333333333,2014
Tim Dwyer,Monash University,vis,2.0,0.416666666667,2016
Kim Marriott,Monash University,vis,2.0,0.416666666667,2016
Michael Wybrow,Monash University,vis,1.0,0.25,2016
Arie E. Kaufman,Stony Brook University,vis,1.0,0.166666666667,2007
Klaus Mueller,Stony Brook University,vis,2.0,0.366666666667,2007
Chris North,Virginia Tech,vis,2.0,0.666666666667,2013
Jimeng Sun,Georgia Institute of Technology,vis,1.0,0.25,2011
Kim Marriott,Monash University,vis,3.0,0.616666666667,2017
Miriah D. Meyer,University of Utah,vis,1.0,0.333333333333,2009
Tamara Munzner,University of British Columbia,vis,2.0,1.33333333333,2009
Bernhard Kainz,Imperial College London,vis,1.0,0.25,2011
Layne T. Watson,Virginia Tech,vis,1.0,0.166666666667,2012
Naren Ramakrishnan,Virginia Tech,vis,1.0,0.166666666667,2012
Kwan-Liu Ma,University of California - Davis,vis,3.0,1.08333333333,2010
Michelle A. Borkin,Northeastern University,vis,1.0,0.125,2016
Alexander Lex,University of Utah,vis,2.0,0.325,2013
Hanspeter Pfister,Harvard University,vis,5.0,0.777380952381,2013
Dinesh Manocha,University of North Carolina,vis,2.0,0.533333333333,2007
Rephael Wenger,Ohio State University,vis,1.0,0.5,2010
Mark Gahegan,University of Auckland,vis,1.0,0.166666666667,2012
Niloy J. Mitra,University College London,vis,1.0,0.25,2010
Yi-Jen Chiang,New York University,vis,1.0,0.5,2009
Aditi Majumder,University of California - Irvine,vis,1.0,0.333333333333,2007
Michelle Borkin,Northeastern University,vis,1.0,0.142857142857,2013
Vijay Natarajan,IISc Bangalore,vis,1.0,0.5,2014
Xavier Tricoche,Purdue University,vis,1.0,0.5,2013
Usman R. Alim,University of Calgary,vis,1.0,0.25,2017
Mario Costa Sousa,University of Calgary,vis,1.0,0.25,2017
Yvonne Jansen,DIKU,vis,1.0,0.5,2016
Kasper Hornbæk,DIKU,vis,1.0,0.5,2016
Benjamin J. Raphael,Brown University,vis,1.0,0.25,2010
David H. Laidlaw,Brown University,vis,1.0,0.25,2010
M. Sheelagh T. Carpendale,University of Calgary,vis,2.0,1.0,2007
Alireza Entezari,University of Florida,vis,1.0,0.333333333333,2008
Jörg Peters,University of Florida,vis,1.0,0.333333333333,2008
Jian Huang,University of Tennessee,vis,1.0,0.25,2013
Valerio Pascucci,University of Utah,vis,1.0,0.2,2017
Klaus Mueller,Stony Brook University,vis,2.0,0.533333333333,2012
Bing Wang,University of Connecticut,vis,1.0,0.333333333333,2013
Klaus Mueller,Stony Brook University,vis,1.0,0.333333333333,2013
Eugene Zhang,Oregon State University,vis,1.0,0.142857142857,2011
Eugene Zhang,Oregon State University,vis,1.0,0.2,2010
Ronald A. Metoyer,University of Notre Dame,vis,1.0,0.2,2010
Sabarish V. Babu,Clemson University,vis,1.0,0.125,2016
Enrico Bertini,New York University,vis,1.0,0.333333333333,2017
M. Gopi,University of California - Irvine,vis,1.0,0.25,2009
Aditi Majumder,University of California - Irvine,vis,2.0,0.75,2009
Richard F. Riesenfeld,University of Utah,vis,1.0,0.5,2008
Eugene Zhang,Oregon State University,vis,1.0,0.25,2008
Peter Wonka,Arizona State University,vis,1.0,0.25,2008
Ghassan Hamarneh,Simon Fraser University,vis,1.0,0.333333333333,2010
Jian Huang,University of Tennessee,vis,1.0,0.142857142857,2010
Jim Davies,University of Oxford,vis,1.0,0.2,2013
Daniel F. Keefe,University of Minnesota,vis,1.0,0.25,2009
Remco Chang,Tufts University,vis,1.0,0.25,2009
Benjamin Watson,North Carolina State University,vis,1.0,0.5,2014
Valerio Pascucci,University of Utah,vis,1.0,0.25,2010
Ross T. Whitaker,University of Utah,vis,1.0,0.25,2010
Gordon L. Kindlmann,University of Chicago,vis,1.0,0.25,2009
Jeffrey Heer,University of Washington,vis,1.0,0.5,2009
Tim Dwyer,Monash University,vis,1.0,0.333333333333,2006
Kim Marriott,Monash University,vis,1.0,0.333333333333,2006
David H. Laidlaw,Brown University,vis,1.0,0.333333333333,2014
Juliana Freire,New York University,vis,1.0,0.2,2014
Carlos Eduardo Scheidegger,University of Arizona,vis,1.0,0.2,2007
Juliana Freire,New York University,vis,1.0,0.2,2007
Cláudio T. Silva,New York University,vis,1.0,0.2,2007
Kwan-Liu Ma,University of California - Davis,vis,2.0,0.833333333333,2013
John T. Stasko,Georgia Institute of Technology,vis,2.0,0.583333333333,2007
John T. Stasko,Georgia Institute of Technology,vis,1.0,0.5,2010
Hans-Peter Seidel,Max Planck Institute,vis,1.0,0.333333333333,2007
Remco Chang,Tufts University,vis,1.0,0.2,2007
Ayellet Tal,Technion - Israel Institute of Technology,vis,1.0,0.5,2007
M. Sheelagh T. Carpendale,University of Calgary,vis,1.0,0.2,2011
Raghu Machiraju,Ohio State University,vis,1.0,0.25,2006
Charles D. Hansen,University of Utah,vis,2.0,0.416666666667,2009
Andrew Robb,Clemson University,vis,1.0,0.166666666667,2015
Benjamin Lok,University of Florida,vis,1.0,0.166666666667,2015
Valerio Pascucci,University of Utah,vis,1.0,0.2,2013
Xianfeng David Gu,Stony Brook University,vis,1.0,0.142857142857,2013
Jie Gao,Stony Brook University,vis,1.0,0.142857142857,2013
Benjamin Watson,North Carolina State University,vis,1.0,0.5,2011
John Keyser,Texas A&M University,vis,1.0,0.333333333333,2008
Donald H. House,Clemson University,vis,1.0,0.5,2007
Chaoli Wang,University of Notre Dame,vis,1.0,0.5,2011
Burkhard Wünsche,University of Auckland,vis,1.0,0.2,2012
Wesley Willett,University of Calgary,vis,1.0,0.25,2014
Mikkel R. Jakobsen,DIKU,vis,2.0,0.75,2013
Kasper Hornbæk,DIKU,vis,2.0,0.75,2013
Robert M. Kirby,University of Utah,vis,1.0,0.25,2012
Doug A. Bowman,Virginia Tech,vis,1.0,0.25,2007
Remco Chang,Tufts University,vis,1.0,0.2,2008
Sebastian Boring,DIKU,vis,1.0,0.25,2010
Yvonne Jansen,DIKU,vis,1.0,0.5,2013
James Stewart,Queen’s University,vis,1.0,0.25,2006
Randy E. Ellis,Queen’s University,vis,1.0,0.25,2006
Xianfeng Gu,Stony Brook University,vis,1.0,0.166666666667,2007
Hong Qin,Stony Brook University,vis,1.0,0.166666666667,2007
Hans-Peter Seidel,Max Planck Institute,vis,1.0,0.333333333333,2006
John T. Stasko,Georgia Institute of Technology,vis,2.0,0.392857142857,2014
Duen Horng Chau,Georgia Institute of Technology,vis,1.0,0.142857142857,2014
Elke A. Rundensteiner,Worcester Polytechnic Institute,vis,1.0,0.25,2006
Mahsa Mirzargar,University of Miami,vis,1.0,0.5,2011
Alireza Entezari,University of Florida,vis,1.0,0.5,2011
Sheelagh Carpendale,University of Calgary,vis,1.0,0.25,2017
Tao Ju,Washington University in St. Louis,vis,1.0,0.25,2014
Joshua A. Levine,University of Arizona,vis,1.0,0.2,2014
Valerio Pascucci,University of Utah,vis,1.0,0.2,2014
Michael Gleicher,University of Wisconsin - Madison,vis,1.0,0.5,2008
Victoria Interrante,University of Minnesota,vis,2.0,0.5,2007
Christopher G. Healey,North Carolina State University,vis,1.0,0.25,2007
Tim Dwyer,Monash University,vis,1.0,0.5,2010
Carlos Scheidegger,University of Arizona,vis,1.0,0.333333333333,2016
Xianfeng Gu,Stony Brook University,vis,2.0,0.45,2011
James D. Foley,Georgia Institute of Technology,vis,1.0,0.333333333333,2009
Dinesh Manocha,University of North Carolina,vis,1.0,0.2,2008
Doug A. Bowman,Virginia Tech,vis,2.0,0.6,2008
Alex Endert,Georgia Institute of Technology,vis,1.0,0.142857142857,2014
Remco Chang,Tufts University,vis,1.0,0.142857142857,2014
Jun Zhang,University of Kentucky,vis,1.0,0.5,2006
Tim Dwyer,Monash University,vis,1.0,0.166666666667,2008
Kim Marriott,Monash University,vis,1.0,0.166666666667,2008
Falk Schreiber,Monash University,vis,1.0,0.166666666667,2008
Peter J. Stuckey,University of Melbourne,vis,1.0,0.166666666667,2008
Michael Wybrow,Monash University,vis,1.0,0.166666666667,2008
Carlos Eduardo Scheidegger,University of Arizona,vis,1.0,0.333333333333,2013
Christopher G. Healey,North Carolina State University,vis,1.0,0.333333333333,2016
Victoria Interrante,University of Minnesota,vis,1.0,0.25,2012
Dinesh Manocha,University of North Carolina,vis,1.0,0.25,2014
Jun Wang,University College London,vis,1.0,0.5,2016
Klaus Mueller,Stony Brook University,vis,2.0,1.0,2016
Michael Gleicher,University of Wisconsin - Madison,vis,1.0,0.333333333333,2011
John F. Hughes,Brown University,vis,1.0,0.333333333333,2009
Xavier Tricoche,Purdue University,vis,1.0,0.333333333333,2011
Hank Childs,University of Oregon,vis,1.0,0.142857142857,2013
Tim Dwyer,Monash University,vis,1.0,0.25,2013
Kim Marriott,Monash University,vis,1.0,0.25,2013
Christopher Mears,Monash University,vis,1.0,0.25,2013
Michelle A. Borkin,Northeastern University,vis,1.0,0.142857142857,2013
Krzysztof Z. Gajos,Harvard University,vis,1.0,0.142857142857,2013
Margo I. Seltzer,Harvard University,vis,1.0,0.142857142857,2013
Enrico Bertini,New York University,vis,1.0,0.333333333333,2011
Tamara Munzner,University of British Columbia,vis,1.0,0.25,2014
Michael Brudno,University of Toronto,vis,1.0,0.166666666667,2017
Daniel Wigdor,University of Toronto,vis,1.0,0.166666666667,2017
Nancy J. Nersessian,Georgia Institute of Technology,vis,1.0,0.333333333333,2008
Bernd Hamann,University of California - Davis,vis,2.0,0.267857142857,2012
Juliana Freire,New York University,vis,1.0,0.142857142857,2011
Cláudio T. Silva,New York University,vis,1.0,0.142857142857,2011
Raghu Machiraju,Ohio State University,vis,1.0,0.2,2010
Usman R. Alim,University of Calgary,vis,1.0,0.333333333333,2010
Xavier Tricoche,Purdue University,vis,1.0,0.333333333333,2012
Masahiro Takatsuka,University of Sydney,vis,1.0,0.5,2009
Chris North,Virginia Tech,vis,1.0,0.5,2006
Amitabh Varshney,University of Maryland - College Park,vis,1.0,0.5,2006
Alexander Lex,University of Utah,vis,1.0,0.142857142857,2016
Bernhard Kainz,Imperial College London,vis,1.0,0.25,2013
Gerald Penn,University of Toronto,vis,1.0,0.333333333333,2009
Mahsa Mirzargar,University of Miami,vis,1.0,0.333333333333,2014
Ross T. Whitaker,University of Utah,vis,1.0,0.333333333333,2014
Robert M. Kirby,University of Utah,vis,1.0,0.333333333333,2014
Doug A. Bowman,Virginia Tech,vis,2.0,0.533333333333,2013
Xianfeng Gu,Stony Brook University,vis,1.0,0.2,2008
Hong Qin,Stony Brook University,vis,1.0,0.2,2008
Tobias Höllerer,University of California - Santa Barbara,vis,1.0,0.333333333333,2014
Pat Hanrahan,Stanford University,vis,1.0,0.2,2008
Bei Wang,University of Utah,vis,1.0,0.25,2011
Haesun Park,Georgia Institute of Technology,vis,1.0,0.166666666667,2017
Meenakshisundaram Gopi,University of California - Irvine,vis,1.0,0.111111111111,2011
Michael S. Bernstein,Stanford University,vis,1.0,0.333333333333,2014
Angus Forbes,University of Illinois at Chicago,vis,1.0,0.333333333333,2010
Tobias Höllerer,University of California - Santa Barbara,vis,2.0,0.583333333333,2010
Klaus Mueller,Stony Brook University,vis,1.0,0.333333333333,2017
Chee-Keng Yap,New York University,vis,1.0,0.333333333333,2006
Cem Yuksel,University of Utah,vis,1.0,0.25,2006
John Keyser,Texas A&M University,vis,1.0,0.25,2006
Gordon L. Kindlmann,University of Chicago,vis,1.0,0.2,2016
John H. Reppy,University of Chicago,vis,1.0,0.2,2016
Arie E. Kaufman,Stony Brook University,vis,1.0,0.333333333333,2012
Tobias Höllerer,University of California - Santa Barbara,vis,1.0,0.2,2013
Tamara Munzner,University of British Columbia,vis,1.0,0.25,2008
Denis Gracanin,Virginia Tech,vis,1.0,0.142857142857,2014
Michelle L. Mazurek,University of Maryland - College Park,vis,1.0,0.25,2013
Remco Chang,Tufts University,vis,1.0,0.5,2012
Jian Huang,University of Tennessee,vis,1.0,0.125,2014
David Lazer,Northeastern University,vis,1.0,0.166666666667,2012
Chaoli Wang,University of Notre Dame,vis,1.0,0.5,2006
Cláudio T. Silva,New York University,vis,1.0,0.25,2016
Juliana Freire,New York University,vis,1.0,0.25,2016
Mark Pauly,EPFL,graph,3.0,0.592857142857,2014
Keenan Crane,Carnegie Mellon University,graph,1.0,0.2,2009
Yiying Tong,Michigan State University,graph,1.0,0.2,2009
Mathieu Desbrun,California Institute of Technology,graph,3.0,0.7,2009
Alla Sheffer,University of British Columbia,graph,2.0,0.5,2012
Thomas A. Funkhouser,Princeton University,graph,3.0,0.65,2012
Pat Hanrahan,Stanford University,graph,2.0,0.4,2012
Pierre Poulin,University of Montreal,graph,2.0,0.4,2015
Alla Sheffer,University of British Columbia,graph,4.0,0.95,2015
Zoran Popovic,University of Washington,graph,2.0,0.5,2004
Michael Mitzenmacher,Harvard University,graph,1.0,0.142857142857,2009
Nina Amenta,University of California - Davis,graph,1.0,0.142857142857,2009
Changxi Zheng,Columbia University,graph,4.0,1.08333333333,2014
Adam Finkelstein,Princeton University,graph,3.0,0.785714285714,2008
Thomas A. Funkhouser,Princeton University,graph,2.0,0.642857142857,2008
Szymon Rusinkiewicz,Princeton University,graph,4.0,0.596825396825,2008
Christopher Wojtan,IST Austria,graph,1.0,0.5,2008
Greg Turk,Georgia Institute of Technology,graph,1.0,0.5,2008
Evangelos Kalogerakis,University of Massachusetts Amherst,graph,1.0,0.333333333333,2015
Przemyslaw Prusinkiewicz,University of Calgary,graph,1.0,0.142857142857,2009
Zoran Popovic,University of Washington,graph,3.0,1.2,2010
Nils Thürey,TU Munich,graph,3.0,0.7,2010
Markus H. Gross,ETH Zurich,graph,11.0,2.44285714286,2010
Rahul Narain,University of Minnesota,graph,2.0,0.5,2013
James F. O'Brien,University of California - Berkeley,graph,3.0,0.75,2013
Ming C. Lin,University of North Carolina,graph,2.0,0.533333333333,2010
C. Karen Liu,Georgia Institute of Technology,graph,1.0,0.5,2008
Daniel Cohen-Or,Tel Aviv University,graph,7.0,1.11785714286,2014
Christian Theobalt,Max Planck Institute,graph,3.0,0.535714285714,2016
Shuang Zhao,University of California - Irvine,graph,2.0,0.45,2013
Ravi Ramamoorthi,University of California - San Diego,graph,1.0,0.25,2013
Kavita Bala,Cornell University,graph,4.0,1.03333333333,2013
Olga Sorkine-Hornung,ETH Zurich,graph,6.0,1.83333333333,2014
Niloy J. Mitra,University College London,graph,5.0,1.84285714286,2014
Rui Wang 0003,University of Massachusetts Amherst,graph,1.0,0.25,2008
Connelly Barnes,University of Virginia,graph,1.0,0.25,2009
Adam Finkelstein,Princeton University,graph,2.0,0.392857142857,2009
Raanan Fattal,Hebrew University of Jerusalem,graph,2.0,1.33333333333,2011
Dani Lischinski,Hebrew University of Jerusalem,graph,4.0,1.58333333333,2011
Eugene Zhang,Oregon State University,graph,1.0,0.25,2011
Peter Wonka,Arizona State University,graph,1.0,0.25,2011
Wolfgang Heidrich,University of British Columbia,graph,2.0,0.5,2010
Tiberiu Popa,Concordia University,graph,2.0,0.45,2010
Alla Sheffer,University of British Columbia,graph,2.0,0.45,2010
James F. O'Brien,University of California - Berkeley,graph,2.0,0.666666666667,2004
Jonathan Richard Shewchuk,University of California - Berkeley,graph,1.0,0.333333333333,2004
Henrik Wann Jensen,University of California - San Diego,graph,1.0,0.333333333333,2007
Steven M. Seitz,University of Washington,graph,1.0,0.333333333333,2015
Sivan Toledo,Tel Aviv University,graph,1.0,0.2,2007
Daniel Cohen-Or,Tel Aviv University,graph,4.0,0.866666666667,2007
Maneesh Agrawala,Stanford University,graph,3.0,0.733333333333,2010
Ronald Fedkiw,Stanford University,graph,2.0,0.666666666667,2007
Dani Lischinski,Hebrew University of Jerusalem,graph,1.0,0.166666666667,2014
Wojciech Jarosz,Dartmouth College,graph,1.0,0.333333333333,2010
Henrik Wann Jensen,University of California - San Diego,graph,2.0,0.583333333333,2010
