"author","coauthor","year","area"
Kasturi R. Varadarajan,Sariel Har-Peled,2001,act
Kasturi R. Varadarajan,Pankaj K. Agarwal,1998,act
Kasturi R. Varadarajan,Lars Arge,1998,act
Kasturi R. Varadarajan,T. M. Murali,1998,act
Mani Golparvar Fard,Derek Hoiem,2016,vision
David Welch,Alexei J. Drummond,2014,bio
Corey Toler-Franklin,David P. Dobkin,2008,graph
Corey Toler-Franklin,Tim Weyrich,2008,graph
Corey Toler-Franklin,Szymon Rusinkiewicz,2008,graph
Corey Toler-Franklin,Thomas A. Funkhouser,2010,graph
Corey Toler-Franklin,Szymon Rusinkiewicz,2010,graph
Corey Toler-Franklin,Tim Weyrich,2010,graph
Thu D. Nguyen,Santosh Nagarakatte,2015,arch
Thu D. Nguyen,John Zahorjan,1998,metrics
Thu D. Nguyen,Edward D. Lazowska,1993,comm
Thu D. Nguyen,Jordi Torres,2011,hpc
Thu D. Nguyen,Jordi Guitart,2011,hpc
Thu D. Nguyen,Richard P. Martin,2004,ops
Thu D. Nguyen,Richard P. Martin,2003,hpc
Thu D. Nguyen,Richard P. Martin,2002,metrics
Thu D. Nguyen,Richard P. Martin,2010,ops
Thu D. Nguyen,Richard P. Martin,2006,ops
Thu D. Nguyen,Jordi Torres,2012,ops
Thu D. Nguyen,Jordi Guitart,2012,ops
Thu D. Nguyen,Liviu Iftode,2000,hpc
John P. Dickerson,Tuomas Sandholm,2017,ai
John P. Dickerson,Ariel D. Procaccia,2017,ai
John P. Dickerson,Tuomas Sandholm,2016,ai
John P. Dickerson,Tuomas Sandholm,2015,ai
John P. Dickerson,David Sarne,2015,ai
John P. Dickerson,Avinatan Hassidim,2015,ai
John P. Dickerson,Tuomas Sandholm,2014,ai
John P. Dickerson,Ariel D. Procaccia,2014,ai
John P. Dickerson,Tuomas Sandholm,2012,ai
John P. Dickerson,Ariel D. Procaccia,2012,ai
Dino Mandrioli,Matteo Pradella,2000,soft
Anthony Wirth,Moses Charikar,2004,act
Anthony Wirth,Sudipto Guha,2015,mlmining
Anthony Wirth,Andrew McGregor 0001,2015,mlmining
Anthony Wirth,Justin Zobel,2014,ir
Anthony Wirth,Alistair Moffat,2016,ir
Anthony Wirth,Amit Chakrabarti,2001,act
Anthony Wirth,Yaoyun Shi,2001,act
Anthony Wirth,Moses Charikar,2003,act
Anthony Wirth,Venkatesan Guruswami,2003,act
Anthony Wirth,Amit Chakrabarti,2016,act
Mark Dredze,Raman Arora,2016,nlp
Mark Dredze,Benjamin Van Durme,2014,nlp
Mark Dredze,Jason Eisner,2014,nlp
Mark Dredze,Munmun De Choudhury,2016,chi
Mark Dredze,Tim Oates,2010,nlp
Mark Dredze,Koby Crammer,2009,mlmining
Mark Dredze,William W. Cohen,2013,nlp
Mark Dredze,Benjamin Van Durme,2013,nlp
Mark Dredze,Chris Callison-Burch,2013,nlp
Mark Dredze,Carolyn Penstein Rosé,2013,nlp
Mark Dredze,David Yarowsky,2013,nlp
Mark Dredze,William W. Cohen,2012,nlp
Mark Dredze,Benjamin Van Durme,2012,nlp
Mark Dredze,Christopher D. Manning,2012,nlp
Mark Dredze,Carolyn Penstein Rosé,2012,nlp
Mark Dredze,Jason Eisner,2012,nlp
Mark Dredze,Koby Crammer,2009,nlp
Mark Dredze,Koby Crammer,2008,nlp
Mark Dredze,Koby Crammer,2008,mlmining
Mark Dredze,Benjamin Van Durme,2015,nlp
Mark Dredze,Chris Callison-Burch,2015,nlp
Shuang Zhao,Kavita Bala,2015,graph
Shuang Zhao,Steve Marschner,2015,graph
Shuang Zhao,Ravi Ramamoorthi,2013,graph
Shuang Zhao,Kavita Bala,2013,graph
Shuang Zhao,Ravi Ramamoorthi,2014,graph
Shuang Zhao,Kavita Bala,2014,graph
Shuang Zhao,Steve Marschner,2012,graph
Shuang Zhao,Wenzel Jakob,2012,graph
Shuang Zhao,Kavita Bala,2012,graph
Shuang Zhao,Kavita Bala,2016,graph
Shuang Zhao,Frédo Durand,2016,graph
Shuang Zhao,Kavita Bala,2011,graph
Shuang Zhao,Wenzel Jakob,2011,graph
Shuang Zhao,Steve Marschner,2011,graph
Shuang Zhao,Kavita Bala,2009,graph
Thomas M. Howard,Stefanie Tellex,2014,robotics
Thomas M. Howard,Matthew R. Walter,2015,robotics
Thomas M. Howard,Kevin D. Seppi,2016,robotics
Thomas M. Howard,Michael A. Goodrich,2016,robotics
Thomas M. Howard,Alonzo Kelly,2006,robotics
Calin C. Guet,Thomas A. Henzinger,2012,log
Rupak Majumdar,Ranjit Jhala,2005,plan
Rupak Majumdar,Indranil Saha,2011,bed
Rupak Majumdar,Koushik Sen,2007,soft
Rupak Majumdar,Pierre Ganty,2010,log
Rupak Majumdar,Thomas A. Henzinger,2004,soft
Rupak Majumdar,Adam Chlipala,2004,soft
Rupak Majumdar,Ranjit Jhala,2004,soft
Rupak Majumdar,Luca de Alfaro,2001,act
Rupak Majumdar,Pierre Ganty,2013,log
Rupak Majumdar,Ruzica Piskac,2013,log
Rupak Majumdar,Ranjit Jhala,2006,soft
Rupak Majumdar,Deepak Kapur,2006,soft
Rupak Majumdar,Thomas A. Henzinger,2004,plan
Rupak Majumdar,Ranjit Jhala,2004,plan
Rupak Majumdar,Thomas A. Henzinger,2005,soft
Rupak Majumdar,Ranjit Jhala,2005,soft
Rupak Majumdar,Thomas A. Henzinger,2007,plan
Rupak Majumdar,Ranjit Jhala,2007,plan
Rupak Majumdar,Indranil Saha,2009,bed
Rupak Majumdar,Indranil Saha,2012,bed
Rupak Majumdar,Pierre Ganty,2012,log
Rupak Majumdar,Luca de Alfaro,2007,log
Rupak Majumdar,Thomas A. Henzinger,2002,bed
Rupak Majumdar,Thomas A. Henzinger,2002,log
Rupak Majumdar,Westley Weimer,2002,log
Rupak Majumdar,George C. Necula,2002,log
Rupak Majumdar,Ranjit Jhala,2002,log
Rupak Majumdar,Pierre Ganty,2015,log
Rupak Majumdar,Thomas A. Henzinger,2003,log
Rupak Majumdar,Ranjit Jhala,2003,log
Rupak Majumdar,Darko Marinov,2014,log
Rupak Majumdar,Ranjit Jhala,2011,log
Rupak Majumdar,Indranil Saha,2013,bed
Rupak Majumdar,Eva Darulova,2013,bed
Rupak Majumdar,Viktor Kuncak,2013,bed
Rupak Majumdar,Pierre Ganty,2009,plan
Rupak Majumdar,George Candea,2012,ops
Rupak Majumdar,Thomas A. Henzinger,2001,log
Rupak Majumdar,Luca de Alfaro,2001,log
Rupak Majumdar,Indranil Saha,2010,bed
Rupak Majumdar,Aditya Kanade,2014,plan
Rupak Majumdar,Thomas A. Henzinger,2002,plan
Rupak Majumdar,Ranjit Jhala,2002,plan
Rupak Majumdar,Todd D. Millstein,2001,plan
Rupak Majumdar,Thomas A. Henzinger,2008,plan
Piotr J. Gmytrasiewicz,Edmund H. Durfee,1993,ai
Piotr J. Gmytrasiewicz,Prashant Doshi,2005,ai
Piotr J. Gmytrasiewicz,Edmund H. Durfee,1992,ai
Piotr J. Gmytrasiewicz,Prashant Doshi,2006,ai
Piotr J. Gmytrasiewicz,Edmund H. Durfee,1991,ai
Jonathan E. Cook,Alexander L. Wolf,1994,mod
Jonathan E. Cook,Alexander L. Wolf,1996,mod
Jonathan E. Cook,Alexander L. Wolf,1995,soft
Jonathan E. Cook,Alexander L. Wolf,1998,soft
Arun Natarajan,Yao Liu,2012,comm
Arun Natarajan,Peng Ning,2012,comm
Saman P. Amarasinghe,Monica S. Lam,1993,plan
Saman P. Amarasinghe,Vivek Sarkar,1998,arch
Saman P. Amarasinghe,Marc Levoy,2012,graph
Saman P. Amarasinghe,Frédo Durand,2012,graph
Saman P. Amarasinghe,Connelly Barnes,2013,plan
Saman P. Amarasinghe,Frédo Durand,2013,plan
Saman P. Amarasinghe,Weng-Fai Wong,2009,ops
Saman P. Amarasinghe,Martin C. Rinard,2009,ops
Saman P. Amarasinghe,Michael Carbin,2009,ops
Saman P. Amarasinghe,Michael D. Ernst,2009,ops
Saman P. Amarasinghe,Wojciech Matusik,2016,graph
Saman P. Amarasinghe,David I. W. Levin,2016,graph
Saman P. Amarasinghe,Etienne Vouga,2016,graph
Saman P. Amarasinghe,Henry Hoffmann,2002,arch
Saman P. Amarasinghe,Xipeng Shen,2015,plan
Saman P. Amarasinghe,Anant Agarwal,1999,arch
Saman P. Amarasinghe,Michael Bedford Taylor,2004,arch
Saman P. Amarasinghe,Anant Agarwal,2004,arch
Saman P. Amarasinghe,Henry Hoffmann,2004,arch
Saman P. Amarasinghe,Mary W. Hall,1995,hpc
Saman P. Amarasinghe,Monica S. Lam,1995,hpc
Chunming Qiao,Xin Liu,2006,comm
Chunming Qiao,Aaron Striegel,2016,comm
Chunming Qiao,Dimitrios Koutsonikolas,2016,comm
Chunming Qiao,Geoffrey Challen,2016,comm
Chunming Qiao,Hung Q. Ngo 0001,2004,comm
Chunming Qiao,Xin He,2004,comm
Chunming Qiao,Rami G. Melhem,1991,hpc
Chunming Qiao,Hung Q. Ngo 0001,2007,comm
Chunming Qiao,Kui Ren,2015,mobile
Chunming Qiao,Xinwen Fu,2015,mobile
Chunming Qiao,Shambhu J. Upadhyaya,2008,comm
Chunming Qiao,Xin Liu,2008,comm
James A. Hendler,Dana S. Nau,1994,ai
James A. Hendler,Dana S. Nau,1995,ai
James A. Hendler,Dana S. Nau,1999,ai
James A. Hendler,Medha Atre,2010,ir
James A. Hendler,Dan I. Moldovan,1991,ai
James A. Hendler,Dana S. Nau,1998,ai
James A. Hendler,Subbarao Kambhampati,1989,ai
Peter A. Flach,Johannes Fürnkranz,2003,mlmining
Paul Gastin,Benedikt Bollig,2014,log
Fei Chiang,Renée J. Miller,2009,mod
Fei Chiang,Nick Koudas,2007,mod
Fei Chiang,Renée J. Miller,2008,mod
Fei Chiang,Renée J. Miller,2015,mod
Thomas Hofmann,Simon Lacoste-Julien,2015,mlmining
Thomas Hofmann,Joachim M. Buhmann,1994,mlmining
Thomas Hofmann,Joachim M. Buhmann,1999,vision
Thomas Hofmann,Michael I. Jordan,1998,mlmining
Thomas Hofmann,Joachim M. Buhmann,1997,mlmining
Thomas Hofmann,Martin Jaggi,2014,mlmining
Thomas Hofmann,Michael I. Jordan,2014,mlmining
Thomas Hofmann,Joachim M. Buhmann,1993,mlmining
Thomas Hofmann,Joachim M. Buhmann,1997,vision
Thomas Hofmann,Bernhard Schölkopf,2005,mlmining
Thomas Hofmann,Christoph H. Lampert,2008,vision
Thomas Hofmann,Thorsten Joachims,2004,mlmining
Thomas Hofmann,Bernhard Schölkopf,2004,mlmining
Rich Vuduc,Katherine A. Yelick,2002,hpc
Rich Vuduc,James Demmel,2002,hpc
Chiranjib Bhattacharyya,Kanchi Gopinath,2013,mlmining
Chiranjib Bhattacharyya,Francis R. Bach,2015,mlmining
Chiranjib Bhattacharyya,Laurent El Ghaoui,2001,mlmining
Chiranjib Bhattacharyya,Michael I. Jordan,2001,mlmining
Chiranjib Bhattacharyya,Ravindran Kannan,2016,mlmining
Chiranjib Bhattacharyya,Jagarlapudi Saketha Nath,2009,mlmining
Chiranjib Bhattacharyya,Soumen Chakrabarti,2011,mlmining
Chiranjib Bhattacharyya,M. Narasimha Murty,2006,mlmining
Chiranjib Bhattacharyya,J. Saketha Nath,2006,mlmining
Chiranjib Bhattacharyya,Sourangshu Bhattacharya,2010,mlmining
Chiranjib Bhattacharyya,Ravindran Kannan,2014,mlmining
Chiranjib Bhattacharyya,M. Narasimha Murty,2007,mlmining
Chiranjib Bhattacharyya,Sourangshu Bhattacharya,2007,mlmining
Chiranjib Bhattacharyya,J. Saketha Nath,2007,mlmining
Ron O. Dror,Edmond Chow,2010,hpc
Ron O. Dror,Edmond Chow,2006,hpc
Ron O. Dror,Edmond Chow,2009,hpc
Ron O. Dror,Alan S. Willsky,2001,vision
Purushottam Kar,Harish Karnick,2013,mlmining
Purushottam Kar,Sanjay Chawla,2016,mlmining
Purushottam Kar,Ganesh Ramakrishnan,2017,ai
Purushottam Kar,Inderjit S. Dhillon,2014,mlmining
Michael Waidner,Gene Tsudik,1996,sec
Michael Waidner,Ahmad-Reza Sadeghi,2015,da
Michael Waidner,Victor Shoup,1998,sec
Michael Waidner,Victor Shoup,1998,crypt
Sariel Har-Peled,Piotr Indyk,2002,act
Sariel Har-Peled,Alon Efrat,2004,act
Sariel Har-Peled,Pankaj K. Agarwal,2006,act
Sariel Har-Peled,Gill Barequet,1999,act
Sariel Har-Peled,Yehuda Afek,1999,comm
Sariel Har-Peled,Boris Aronov,2005,act
Sariel Har-Peled,Dan Roth,2007,ai
Sariel Har-Peled,Alon Efrat,2000,act
Sariel Har-Peled,T. M. Murali,2000,act
Sariel Har-Peled,Leonidas J. Guibas,2000,act
Sariel Har-Peled,Dan Roth,2002,mlmining
Sariel Har-Peled,Piotr Indyk,2013,act
Sariel Har-Peled,Benjamin Adam Raichel,2013,act
Sariel Har-Peled,Anastasios Sidiropoulos,2013,act
Sariel Har-Peled,T. M. Murali,2001,act
Sariel Har-Peled,Leonidas J. Guibas,2001,act
Sariel Har-Peled,Kasturi R. Varadarajan,2001,act
Sariel Har-Peled,Micha Sharir,2001,act
Sariel Har-Peled,Alon Efrat,2001,act
Sariel Har-Peled,Pankaj K. Agarwal,2001,act
Sariel Har-Peled,Rachit Agarwal 0001,2011,comm
Sariel Har-Peled,Philip Brighten Godfrey,2011,comm
Sariel Har-Peled,Micha Sharir,2016,act
Sariel Har-Peled,Benjamin Raichel,2016,act
Sariel Har-Peled,Avrim Blum,2016,act
Sariel Har-Peled,Haim Kaplan,2016,act
David Zuckerman,Atri Rudra,2004,act
David Zuckerman,Leonard J. Schulman,1997,act
David Zuckerman,Alexander Russell,1999,act
David Zuckerman,Russell Impagliazzo,2012,act
David Zuckerman,Raghu Meka,2012,act
David Zuckerman,Yishay Mansour,1993,act
David Zuckerman,Michael O. Rabin,1993,act
David Zuckerman,Eyal Kushilevitz,1993,act
David Zuckerman,Noam Nisan,1993,act
David Zuckerman,Nathan Linial,1993,act
David Zuckerman,Adam R. Klivans,2008,act
David Zuckerman,Anup Rao,2008,act
David Zuckerman,Xin Li 0006,2008,act
David Zuckerman,Christopher Umans,2001,act
David Zuckerman,Shmuel Safra,2001,act
David Zuckerman,Amnon Ta-Shma,2001,act
David Zuckerman,Alexander Russell,1998,act
David Zuckerman,Venkatesan Guruswami,2016,act
David Zuckerman,Omer Reingold,2011,act
David Zuckerman,Yevgeniy Dodis,2011,act
David Zuckerman,Raghu Meka,2011,act
David Zuckerman,Xin Li 0006,2011,act
David Zuckerman,Anup Rao,2006,act
David Zuckerman,Salil P. Vadhan,2006,act
David Zuckerman,C. Greg Plaxton,1995,act
David Zuckerman,Robert Endre Tarjan,1995,act
David Zuckerman,Andréa W. Richa,1995,act
David Zuckerman,Rajmohan Rajaraman,1995,act
David Zuckerman,S. Muthukrishnan,1995,act
David Zuckerman,Bruce M. Maggs,1995,act
David Zuckerman,Russell Impagliazzo,1990,act
David Zuckerman,Leonid A. Levin,1990,act
David Zuckerman,Arnab Bhattacharyya,2010,act
David Zuckerman,Grant Schoenebeck,2010,act
David Zuckerman,Swastik Kopparty,2010,act
David Zuckerman,Raghu Meka,2010,act
David Zuckerman,Madhu Sudan,2010,act
David Zuckerman,Salil P. Vadhan,2006,crypt
David Zuckerman,Shachar Lovett,2015,act
David Zuckerman,Raghu Meka,2015,act
David Zuckerman,Aravind Srinivasan,1994,act
David Zuckerman,Russell Impagliazzo,1989,act
David Zuckerman,J. D. Tygar,2002,sec
David Zuckerman,Dawn Xiaodong Song,2002,sec
Eric McCreath,Judy Kay,2002,mlmining
Robert Endre Tarjan,Haim Kaplan,2002,act
Robert Endre Tarjan,Ron Shamir,1997,act
Robert Endre Tarjan,Haim Kaplan,1997,act
Robert Endre Tarjan,Haim Kaplan,1999,act
Robert Endre Tarjan,Gerth Stølting Brodal,2012,act
Robert Endre Tarjan,Virginia Vassilevska Williams,2014,act
Robert Endre Tarjan,Liam Roditty,2014,act
Robert Endre Tarjan,Grant Schoenebeck,2014,act
Robert Endre Tarjan,Sanjeev Khanna,2014,act
Robert Endre Tarjan,Shiri Chechik,2014,act
Robert Endre Tarjan,Daniel Dominic Sleator,1986,act
Robert Endre Tarjan,Kurt Mehlhorn,1988,act
Robert Endre Tarjan,Anna R. Karlin,1988,act
Robert Endre Tarjan,Daniel Dominic Sleator,1981,act
Robert Endre Tarjan,Daniel Dominic Sleator,1983,act
Robert Endre Tarjan,Haim Kaplan,2001,act
Robert Endre Tarjan,Haim Kaplan,2003,act
Robert Endre Tarjan,Haim Kaplan,1996,act
Robert Endre Tarjan,Daniel Dominic Sleator,1991,act
Robert Endre Tarjan,Richard J. Lipton,1977,act
Robert Endre Tarjan,Ronald L. Rivest,1972,act
Robert Endre Tarjan,Pierre Kelsen,1992,act
Robert Endre Tarjan,Vijaya Ramachandran,1992,act
Robert Endre Tarjan,Daniel Dominic Sleator,1980,act
Robert Endre Tarjan,Richard M. Karp,1980,act
Robert Endre Tarjan,C. Greg Plaxton,1995,act
Robert Endre Tarjan,Haim Kaplan,1995,act
Robert Endre Tarjan,Andréa W. Richa,1995,act
Robert Endre Tarjan,Rajmohan Rajaraman,1995,act
Robert Endre Tarjan,S. Muthukrishnan,1995,act
Robert Endre Tarjan,David Zuckerman,1995,act
Robert Endre Tarjan,Bruce M. Maggs,1995,act
Robert Endre Tarjan,David Eppstein,1990,act
Robert Endre Tarjan,Roberto Tamassia,1990,act
Robert Endre Tarjan,Michael L. Fredman,1984,act
Robert Endre Tarjan,Thomas Lengauer,1979,act
Robert Endre Tarjan,John R. Gilbert,1979,act
Robert Endre Tarjan,Ron Shamir,1994,act
Robert Endre Tarjan,Philip N. Klein,1994,act
Robert Endre Tarjan,Haim Kaplan,1994,act
Leana Golubchik,Ramesh Govindan,2009,metrics
Leana Golubchik,Jeffrey K. Hollingsworth,1999,hpc
Leana Golubchik,Nenad Medvidovic,2008,soft
Leana Golubchik,Samir Khuller,2013,comm
Leana Golubchik,Samir Khuller,2000,act
Leana Golubchik,Sanjeev Khanna,2000,act
Leana Golubchik,Vishal Misra,2009,comm
Leana Golubchik,Samir Khuller,2003,comm
Joe Sventek,Richard Mortier,2012,chi
Milena Mihail,Nisheeth K. Vishnoi,2002,act
Milena Mihail,Christos H. Papadimitriou,1994,log
Milena Mihail,Peter Winkler,1992,act
Milena Mihail,Vijay V. Vazirani,1993,act
Milena Mihail,Satish Rao,1995,act
Milena Mihail,Umesh V. Vazirani,1988,act
Milena Mihail,Christos H. Papadimitriou,2003,act
Milena Mihail,Ellen W. Zegura,2003,comm
Milena Mihail,William Aiello,1991,act
Liam Roditty,Uri Zwick,2002,act
Liam Roditty,Mikkel Thorup,2002,act
Liam Roditty,Yair Bartal,2011,act
Liam Roditty,Virginia Vassilevska Williams,2011,act
Liam Roditty,Moshe Lewenstein,2011,act
Liam Roditty,Uri Zwick,2004,act
Liam Roditty,Yishay Mansour,2006,act
Liam Roditty,Susanne Albers,2006,act
Liam Roditty,Micha Sharir,2017,act
Liam Roditty,Haim Kaplan,2017,act
Liam Roditty,Virginia Vassilevska Williams,2012,act
Liam Roditty,Mikkel Thorup,2012,act
Liam Roditty,Virginia Vassilevska Williams,2014,act
Liam Roditty,Grant Schoenebeck,2014,act
Liam Roditty,Robert Endre Tarjan,2014,act
Liam Roditty,Shiri Chechik,2014,act
Liam Roditty,Virginia Vassilevska Williams,2013,act
Liam Roditty,Timothy M. Chan,2008,act
Liam Roditty,Surender Baswana,2016,act
Liam Roditty,Shiri Chechik,2009,act
Albert Cabellos-Aparicio,Jordi Domingo-Pascual,2009,metrics
Albert Cabellos-Aparicio,Josep Torrellas,2016,arch
Aviv Zohar,Sara Cohen,2015,ai
Aviv Zohar,Haoqi Zhang,2012,ir
Aviv Zohar,Michael Schapira,2011,hpc
Aviv Zohar,Noam Nisan,2011,hpc
Aviv Zohar,Gregory Valiant,2011,hpc
Aviv Zohar,Jeffrey S. Rosenschein,2007,ai
Aviv Zohar,Ariel D. Procaccia,2007,ai
Aviv Zohar,Yishay Mansour,2016,mlmining
Aviv Zohar,Michal Feldman,2016,mlmining
Aviv Zohar,Jeffrey S. Rosenschein,2010,ai
Aviv Zohar,Jeffrey S. Rosenschein,2006,ai
Aviv Zohar,Michael Schapira,2009,comm
Aviv Zohar,Jeffrey S. Rosenschein,2011,ai
Aviv Zohar,Michael Schapira,2010,metrics
Aviv Zohar,Brighten Godfrey,2010,metrics
Aviv Zohar,Scott Shenker,2010,metrics
Aviv Zohar,Sharon Goldberg,2015,sec
Peter Szolovits,Anna Rumshisky,2014,mlmining
Peter Szolovits,Finale Doshi-Velez,2014,mlmining
David G. Mitchell,Eugenia Ternovska,2009,ai
David G. Mitchell,Bart Selman,1992,ai
David G. Mitchell,Hector J. Levesque,1992,ai
David G. Mitchell,Eugenia Ternovska,2005,ai
Fernando Pérez-Cruz,Bernhard Schölkopf,2003,bio
David Jones,Divyakant Agrawal,2014,mod
Denis Kuperberg,Pawel Parys,2014,log
Benjamin Recht,Christopher Ré,2012,mod
Benjamin Recht,Kannan Ramchandran,2015,mlmining
Benjamin Recht,Michael I. Jordan,2015,mlmining
Benjamin Recht,Christopher Ré,2011,mlmining
Benjamin Recht,Stephen J. Wright,2011,mlmining
Benjamin Recht,Mark Craven,2011,ai
Benjamin Recht,Xiaojin Zhu 0001,2011,ai
Benjamin Recht,Robert D. Nowak,2012,mlmining
Hanan Samet,Alon Efrat,1999,act
Hanan Samet,Piotr Indyk,1999,act
Hanan Samet,Peter J. Downey,1978,plan
Hanan Samet,Ravi Sethi,1978,plan
Hanan Samet,Randal C. Nelson,1987,mod
Hanan Samet,Randal C. Nelson,1986,graph
Hanan Samet,Ramani Duraiswami,2003,vision
Hanan Samet,Robert E. Webber,1985,graph
Hanan Samet,Ramani Duraiswami,2002,vision
Hanan Samet,Walid G. Aref,1991,mod
Benjamin Rossman,Alexander A. Razborov,2014,act
Benjamin Rossman,Toniann Pitassi,2016,act
Benjamin Rossman,Stephen A. Cook,2016,act
Benjamin Rossman,Rocco A. Servedio,2016,act
Benjamin Rossman,Rocco A. Servedio,2015,act
Mathieu Blanchette,Javad Sadri,2011,bio
Mathieu Blanchette,Martin Tompa,2000,bio
Carole-Jean Wu,Margaret Martonosi,2011,arch
Carole-Jean Wu,Aviral Shrivastava,2014,da
Victor Shoup,Rafail Ostrovsky,1997,act
Victor Shoup,Aggelos Kiayias,2004,crypt
Victor Shoup,Yevgeniy Dodis,2004,crypt
Victor Shoup,Antonio Nicolosi,2004,crypt
Victor Shoup,Michael Waidner,1998,sec
Victor Shoup,Johannes A. Buchmann,1991,act
Victor Shoup,Joan Feigenbaum,1990,crypt
Victor Shoup,Rosario Gennaro,1998,crypt
Victor Shoup,Michael Waidner,1998,crypt
Victor Shoup,Yevgeniy Dodis,2008,crypt
Victor Shoup,David Cash,2008,crypt
Victor Shoup,Tadayoshi Kohno,2006,sec
Victor Shoup,Mihir Bellare,2006,sec
Victor Shoup,Rosario Gennaro,2005,crypt
Victor Shoup,Aviel D. Rubin,1996,crypt
Lane T. Harrison,Remco Chang,2016,vis
Anil Madhavapeddy,Richard Mortier,2013,arch
Anil Madhavapeddy,Jon Crowcroft,2013,arch
Anil Madhavapeddy,Peter Sewell,2015,ops
Anil Madhavapeddy,Richard Mortier,2016,ops
Anil Madhavapeddy,Alexander L. Wolf,2016,ops
Anil Madhavapeddy,Jon Crowcroft,2016,ops
Anil Madhavapeddy,Peter R. Pietzuch,2016,ops
Anil Madhavapeddy,Matteo Migliavacca,2016,ops
Anil Madhavapeddy,Peter Sewell,2015,sec
Anil Madhavapeddy,Richard Mortier,2015,comm
Anil Madhavapeddy,Ian M. Leslie,2015,comm
Anil Madhavapeddy,Jon Crowcroft,2015,comm
J. Ian Munro,Michael A. Bender,2002,act
J. Ian Munro,Lars Arge,2002,act
J. Ian Munro,Erik D. Demaine,2002,act
J. Ian Munro,Timothy M. Chan,2014,act
J. Ian Munro,Robert Sedgewick,1992,act
J. Ian Munro,David P. Dobkin,1980,act
J. Ian Munro,Erik D. Demaine,2000,act
J. Ian Munro,Alejandro López-Ortiz,2000,act
J. Ian Munro,Faith E. Fich,1990,act
J. Ian Munro,Jeremy T. Fineman,2010,act
J. Ian Munro,John Iacono,2010,act
J. Ian Munro,Erik D. Demaine,2010,act
J. Ian Munro,Gerth Stølting Brodal,2010,act
Bernard M. E. Moret,Madhav V. Marathe,1997,act
Bernard M. E. Moret,Tandy J. Warnow,2000,bio
Bernard M. E. Moret,Katherine St. John,2001,act
Bernard M. E. Moret,Tandy J. Warnow,2001,act
Brian V. Funt,Kobus Barnard,1995,vision
Brian V. Funt,Kobus Barnard,1998,vision
Brian V. Funt,Kobus Barnard,2000,vision
Brian V. Funt,Mark S. Drew,1990,vision
Brian V. Funt,Mark S. Drew,1993,vision
Brian V. Funt,Kobus Barnard,1996,vision
Hu Ding,Jing Gao,2015,mobile
Hu Ding,Lu Su,2015,mobile
Lance Fortnow,Rahul Santhanam,2010,hpc
Lance Fortnow,Rahul Santhanam,2004,act
Lance Fortnow,Stuart A. Kurtz,1992,act
Lance Fortnow,Luca Trevisan,2005,act
Lance Fortnow,Rahul Santhanam,2005,act
Lance Fortnow,Noga Alon,2001,bio
Lance Fortnow,Ronitt Rubinfeld,2000,act
Lance Fortnow,László Babai,1990,act
Lance Fortnow,Noam Nisan,1990,act
Lance Fortnow,Rahul Santhanam,2008,act
Lance Fortnow,Ronitt Rubinfeld,2001,act
Lance Fortnow,Eldar Fischer,2001,act
Lance Fortnow,Ronitt Rubinfeld,2003,act
Lance Fortnow,Funda Ergün,2003,act
Lance Fortnow,László Babai,1991,act
Lance Fortnow,Mario Szegedy,1991,act
Lance Fortnow,Leonid A. Levin,1991,act
Theodore Raphan,Jizhong Xiao,2007,robotics
Chris Clifton,Serge Abiteboul,1998,mod
Chris Clifton,Hector Garcia-Molina,1990,mod
Chris Clifton,Murat Kantarcioglu,2004,mlmining
Benedikt Schmidt,Marc Fischlin,2016,sec
Benedikt Schmidt,Bogdan Warinschi,2016,sec
Benedikt Schmidt,Cas Cremers,2014,sec
Benedikt Schmidt,David A. Basin,2014,sec
Benedikt Schmidt,Gilles Barthe,2013,sec
Benedikt Schmidt,Gilles Barthe,2015,crypt
Benedikt Schmidt,Gilles Barthe,2016,crypt
Benedikt Schmidt,Srdjan Capkun,2012,sec
Benedikt Schmidt,Cas J. F. Cremers,2012,sec
Benedikt Schmidt,Kasper Bonne Rasmussen,2012,sec
Benedikt Schmidt,Gilles Barthe,2014,crypt
Benedikt Schmidt,Dario Fiore,2014,crypt
Benedikt Schmidt,John C. Mitchell,2014,crypt
Benedikt Schmidt,Gilles Barthe,2015,sec
Benedikt Schmidt,Cas Cremers,2013,log
Benedikt Schmidt,David A. Basin,2013,log
Alan Ritter,Wei Xu,2016,nlp
Alan Ritter,Dan Jurafsky,2016,nlp
Alan Ritter,Tom M. Mitchell,2015,ir
Alan Ritter,Claire Cardie,2014,nlp
Alan Ritter,Mausam,2011,nlp
Alan Ritter,Ndapandula Nakashole,2015,ai
Alan Ritter,William W. Cohen,2015,ai
Alan Ritter,Tom M. Mitchell,2015,ai
Alan Ritter,Partha Pratim Talukdar,2015,ai
Alan Ritter,Abhinav Gupta,2015,ai
Alan Ritter,Mausam,2010,nlp
Alan Ritter,Doug Downey,2008,nlp
Alan Ritter,Mausam,2012,mlmining
Alan Ritter,Tom M. Mitchell,2015,vision
Alan Ritter,Abhinav Gupta,2015,vision
Olga Veksler,Yuri Boykov,2012,vision
Olga Veksler,Ramin Zabih,1998,vision
Olga Veksler,Yuri Boykov,1998,vision
Olga Veksler,Yuri Boykov,2013,vision
Olga Veksler,Ramin Zabih,1999,vision
