name,orcid
Albert M. K. Cheng,0000-0003-2134-3056
Albert M. Lai,0000-0000-0000-0000
Albert Mo Kim Cheng,0000-0003-2134-3056
Albert No,0000-0002-6346-4182
Albert Park,0000-0000-0000-0000
Albert R. Meyer,0000-0000-0000-0000
Albert Sunny,0000-0000-0000-0000
Albert Y. Zomaya,0000-0002-3090-1059
Albert Zündorf,0000-0000-0000-0000
Albert-László Barabási,0000-0000-0000-0000
Alberto Abad,0000-0000-0000-0000
Alberto Bacchelli,0000-0003-0193-6823
Alberto Barbosa Raposo,0000-0000-0000-0000
Alberto Barrón-Cedeño,0000-0000-0000-0000
Alberto Bartesaghi,0000-0002-7360-1523
Alberto Cano 0001,0000-0001-9027-298X
Alberto Cano Rojas,0000-0000-0000-0000
Alberto Cerpa,0000-0003-4531-9704
Alberto Dainotti,0000-0001-6444-5656
Alberto Del Pia,0000-0001-8428-3914
Alberto E. Cerpa,0000-0000-0000-0000
Alberto E. Schaeffer Filho,0000-0003-1780-9060
Alberto E. Schaeffer-Filho,0000-0000-0000-0000
Alberto Egon Schaeffer Filho,0000-0000-0000-0000
Alberto H. F. Laender,0000-0000-0000-0000
Alberto L. Sangiovanni-Vincentelli,0000-0003-1298-8389
Alberto Lluch-Lafuente,0000-0001-7405-0818
Alberto M. Segre,0000-0000-0000-0000
Alberto Manuel Rodrigues da Silva,0000-0000-0000-0000
Alberto Marchetti-Spaccamela,0000-0002-7991-4416
Alberto Maria Metelli,0000-0000-0000-0000
Alberto Maria Segre,0000-0000-0000-0000
Alberto Montresor,0000-0001-5820-8216
Alberto Moraglio,0000-0000-0000-0000
Alberto Nannarelli,0000-0002-8303-6329
Alberto Negro,0000-0001-8739-7984
Alberto Paccanaro,0000-0001-8059-1346
Alberto Pan,0000-0000-0000-0000
Alberto Postiglione,0000-0000-0000-0000
Alberto Quattrini Li,0000-0002-4094-9793
Alberto Raposo 0001,0000-0001-7279-1823
Alberto Rodrigues da Silva,0000-0000-0000-0000
Alberto Ros 0001,0000-0001-5757-1064
Alberto Sardinha,0000-0002-5782-3142
Alberto Schaeffer-Filho,0000-0003-1780-9060
Alberto Valderruten,0000-0000-0000-0000
Albrecht Jander,0000-0003-1307-9638
Albrecht Schmidt 0001,0000-0003-3890-1990
Alcherio Martinoli,0000-0002-5201-7862
Alcides Fonseca,0000-0002-0879-4015
Alcione P. Oliveira,0000-0000-0000-0000
Alcione de Paiva Oliveira,0000-0000-0000-0000
Aldeida Aleti,0000-0002-1716-690X
Aldo A. Faisal,0000-0000-0000-0000
Aldo Faisal,0000-0003-0813-7207
Aldo Pacchiano,0000-0000-0000-0000
Alec Jacobson,0000-0003-4603-7143
Alejandra Beghelli,0000-0000-0000-0000
Alejandro Cabrera Aldaya,0000-0002-1544-6772
Alejandro F. Frangi,0000-0002-2675-528X
Alejandro Federico Frangi,0000-0000-0000-0000
Alejandro Frangi,0000-0000-0000-0000
Alejandro Hevia,0000-0002-4774-0693
Alejandro Martínez-Ríos,0000-0000-0000-0000
Alejandro Masrur,0000-0003-2524-1751
Alejandro P. Buchmann,0000-0000-0000-0000
Alejandro Paz-Lopez,0000-0003-4952-7308
Alejandro Pazos,0000-0000-0000-0000
Alejandro Pazos Sierra,0000-0000-0000-0000
Alejandro Quintero,0000-0000-0000-0000
Alejandro Russo,0000-0002-4338-6316
Alek Vainshtein,0000-0001-5452-1977
Aleks Kissinger,0000-0002-6090-9684
Aleksandar Bojchevski,0000-0002-2589-9126
Aleksandar D. Rakic,0000-0002-4615-2240
Aleksandar Ignjatovic,0000-0000-0000-0000
Aleksandar Ilic,0000-0002-8594-3539
Aleksandar Kuzmanovic,0000-0003-2622-6019
Aleksandar Nanevski,0000-0002-4851-1075
Aleksandar Nikolov,0000-0003-3435-7502
Aleksander Madry,0000-0003-0536-0323
Aleksandra Korolova,0000-0001-8237-9058
Aleksandrs Belovs,0009-0004-1625-108X
Aleksey Charapko,0000-0002-8072-0125
Aleksy Schubert,0000-0000-0000-0000
Alena Denisova,0000-0002-1497-5808
Alena Naiakshina,0009-0008-1843-2027
Ales Horák,0000-0000-0000-0000
Ales Leonardis,0000-0003-0773-3277
Alessandra Cavarra,0000-0000-0000-0000
Alessandra Gorla,0000-0002-6711-3080
Alessandra Russo,0000-0002-3318-8711
Alessandra Scafuro,0000-0003-1797-9457
Alessandro Abate,0000-0002-5627-9093
Alessandro Acquisti,0000-0001-6582-6178
Alessandro Barenghi,0000-0003-0840-6358
Alessandro Biondi 0001,0000-0002-6625-9336
Alessandro Bozzon,0000-0002-3300-2913
Alessandro Bruni,0000-0003-2946-9462
Alessandro Campi,0000-0001-8138-4146
Alessandro Chiesa,0000-0000-0000-0000
Alessandro Chiumento,0000-0003-1248-5327
Alessandro E. C. Redondi,0000-0001-7267-7908
Alessandro Enrico Cesare Redondi,0000-0000-0000-0000
Alessandro Enrico Redondi,0000-0000-0000-0000
Alessandro F. Garcia 0001,0000-0000-0000-0000
Alessandro Fabricio Garcia,0000-0000-0000-0000
Alessandro Flammini,0000-0003-1670-9156
Alessandro Foi,0000-0001-8228-3187
Alessandro Garcia 0001,0000-0001-5788-5215
Alessandro Gianola,0000-0003-4216-5199
Alessandro L. Koerich,0000-0001-5879-7014
Alessandro Lameiras Koerich,0000-0000-0000-0000
Alessandro Margara,0000-0002-0023-8639
Alessandro Mei,0000-0003-1215-9644
Alessandro Moschitti,0000-0003-2216-8034
Alessandro Orso,0000-0003-4516-9320
Alessandro Ortis,0000-0003-3461-4679
Alessandro Panconesi,0000-0000-0000-0000
Alessandro Pandini,0000-0002-4158-233X
Alessandro Provetti,0000-0001-9542-4110
Alessandro Redondi,0000-0001-7267-7908
Alessandro Roncone,0000-0001-7385-1875
Alessandro Sanzeni,0000-0001-8758-1810
Alessandro Siro Campi,0000-0000-0000-0000
Alessandro Sperduti,0000-0000-0000-0000
Alessandro Suglia,0000-0002-3177-5197
Alessandro Veneziani,0000-0000-0000-0000
Alessandro Vespignani,0000-0003-3419-4205
Alessandro Vinciarelli,0000-0002-9048-0524
Alessandro Vittorio Papadopoulos,0000-0002-1364-8127
Alessia Saggese,0000-0000-0000-0000
Alessio Benavoli,0000-0002-2522-7178
Alessio Gaspar,0000-0003-3206-7093
Alessio Guglielmi,0000-0002-7234-2347
Alessio Lomuscio,0000-0003-3420-723X
Alessio Malizia,0000-0000-0000-0000
Alessio Mansutti,0000-0002-1104-7299
Alessio Micheli,0000-0001-5764-5238
Alessio R. Lomuscio,0000-0000-0000-0000
Alex Aiken,0000-0002-3723-9555
Alex Alves Freitas,0000-0001-9825-4700
Alex Biryukov,0000-0003-1404-6686
Alex Brodsky,0009-0009-8827-8691
Alex C. Snoeren,0000-0001-5679-3888
Alex Conway 0001 [Tech],0000-0000-0000-0000
Alex David Groce,0000-0000-0000-0000
Alex Davidson,0000-0001-9157-3821
Alex Delis,0000-0000-0000-0000
Alex Dimakis,0000-0000-0000-0000
Alex Endert,0000-0002-6914-610X
Alex Gammerman,0000-0000-0000-0000
Alex Gerdes,0000-0002-7445-211X
Alex Gittens,0000-0003-3482-0157
Alex Groce,0000-0003-0273-4668
Alex H. Ihler,0000-0000-0000-0000
Alex J. Gammerman,0000-0002-9671-8441
Alex Jung,0000-0000-0000-0000
Alex Kale,0000-0001-7668-2800
Alex Kirlik,0000-0000-0000-0000
Alex Lamb,0000-0000-0000-0000
Alex Lascarides,0000-0003-1704-1864
Alex Liu,0000-0000-0000-0000
Alex Lombardi,0009-0007-0471-5379
Alex Lopez-Lorca,0000-0000-0000-0000
Alex M. Bronstein,0000-0000-0000-0000
Alex Mariakakis,0000-0002-9986-3345
Alex Mihailidis,0000-0003-2233-0919
Alex Nicolau,0009-0003-9833-8455
Alex Olshevsky,0000-0000-0000-0000
Alex Orailoglu,0000-0002-6104-3923
Alex Pang,0000-0003-0720-7162
Alex Potanin,0000-0002-4242-2725
Alex Pothen,0000-0002-3421-3325
Alex Psomas 0001,0000-0000-0000-0000
Alex Rasin,0000-0000-0000-0000
Alex Rogers,0000-0001-6324-0536
Alex S. Taylor,0000-0001-6311-3967
Alex S. Weddell,0000-0002-6763-5460
Alex Samorodnitsky,0000-0001-8643-7948
Alex Sandro Gomes,0000-0000-0000-0000
Alex Szalay,0000-0000-0000-0000
Alex T. Pang,0000-0000-0000-0000
Alex Tamkin,0009-0006-0007-3746
Alex Thomo,0000-0002-3020-2258
Alex Tuzhilin,0000-0000-0000-0000
Alex Wong 0001,0000-0002-3157-6016
Alex Zelikovsky,0000-0003-4424-4691
Alexander A. Razborov,0000-0000-0000-0000
Alexander A. Schwarzmann,0000-0003-4447-3267
Alexander A. Sherstov,0000-0002-2488-7852
Alexander A. Shvartsman,0000-0003-4447-3267
Alexander Afanasyev,0000-0003-0420-1267
Alexander Aiken,0000-0000-0000-0000
Alexander Barg,0000-0002-8972-4413
Alexander Binder,0000-0001-9605-6209
Alexander Borgida,0000-0000-0000-0000
Alexander Brodsky 0001,0000-0002-0312-2105
Alexander Brodsky 0003,0000-0000-0000-0000
Alexander C. Berg,0009-0009-3617-5842
Alexander C. Russell,0000-0000-0000-0000
Alexander Conway 0001 [Tech],0000-0000-0000-0000
Alexander Egyed,0000-0003-3128-5427
Alexander Endert,0000-0000-0000-0000
Alexander Felfernig,0000-0000-0000-0000
Alexander Ferworn,0000-0002-5486-1979
Alexander Fraser 0001,0000-0000-0000-0000
Alexander G. Gray,0000-0000-0000-0000
Alexander G. Ororbia II,0000-0000-0000-0000
Alexander G. Schwing,0000-0000-0000-0000
Alexander Gamero-Garrido,0000-0003-4462-4520
Alexander Gammerman,0000-0002-9671-8441
Alexander Gerhard Schwing,0000-0000-0000-0000
Alexander Golovnev,0000-0000-0000-0000
Alexander Gumennik,0000-0002-8076-5235
Alexander H. Nelson 0001,0000-0000-0000-0000
Alexander Herzog,0000-0002-2125-6721
Alexander Hinneburg,0000-0000-0000-0000
Alexander Hoover 0001,0009-0003-9818-1419
Alexander Ihler,0000-0002-4331-1015
Alexander J. Hartemink,0000-0000-0000-0000
Alexander J. Summers,0000-0001-5554-9381
Alexander Jung 0001,0000-0000-0000-0000
Alexander Kain,0000-0001-5807-9311
Alexander Kemper,0000-0000-0000-0000
Alexander Knapp,0000-0000-0000-0000
Alexander Koller,0000-0002-5317-6689
Alexander Konovalov 0001,0000-0000-0000-0000
Alexander Kotov 0001,0000-0002-9872-6605
Alexander Krull,0000-0002-7778-7169
Alexander L. Wijesinha,0000-0000-0000-0000
Alexander L. Wolf,0000-0000-0000-0000
Alexander Leitsch,0000-0000-0000-0000
Alexander Lex,0000-0001-6930-5468
Alexander M. Barg,0000-0000-0000-0000
Alexander M. Bronstein,0000-0000-0000-0000
Alexander M. Fraser,0000-0000-0000-0000
Alexander M. Rush [Tech],0000-0000-0000-0000
Alexander Marder,0000-0003-3327-1571
Alexander May 0001,0000-0001-5965-5675
Alexander Medvedev,0000-0000-0000-0000
Alexander Mehler,0000-0000-0000-0000
Alexander Meschtscherjakov,0000-0001-8116-4522
Alexander Moshe Rabinovich,0000-0000-0000-0000
Alexander Nelson 0001,0000-0000-0000-0000
Alexander Nolte,0000-0003-1255-824X
Alexander Ollongren,0000-0000-0000-0000
Alexander Olshevsky,0000-0002-6058-3258
Alexander Ororbia,0000-0000-0000-0000
Alexander P. Turner,0000-0000-0000-0000
Alexander Phillip Turner,0000-0000-0000-0000
Alexander Poremba,0000-0000-0000-0000
Alexander Pretschner,0000-0002-5573-1201
Alexander Pudmenzky,0000-0000-0000-0000
Alexander Raake,0000-0002-9357-1763
Alexander Rabinovich,0000-0002-1460-2358
Alexander Rakhlin,0000-0000-0000-0000
Alexander Rasin,0000-0001-7282-5763
Alexander Rivosh,0009-0006-0807-3222
Alexander Rodríguez,0000-0002-4313-9913
Alexander Russell,0000-0002-8228-6238
Alexander S. Ecker,0000-0003-2392-5105
Alexander S. Kotov,0000-0000-0000-0000
Alexander S. Szalay,0000-0002-4108-3282
Alexander Schill,0000-0000-0000-0000
Alexander Schlaefer,0000-0001-9201-8854
Alexander Schliep,0000-0002-3555-3188
Alexander Serebrenik,0000-0002-1418-0095
Alexander T. Ihler,0000-0000-0000-0000
Alexander Tiskin,0000-0003-0680-4192
Alexander Tong 0001,0000-0002-2031-4096
Alexander Travis Adams,0000-0000-0000-0000
Alexander Tropsha,0000-0003-3802-8896
Alexander Tuzhilin,0000-0003-3354-8462
Alexander V. Medvedev,0000-0000-0000-0000
Alexander V. Veidenbaum,0000-0000-0000-0000
Alexander Vainshtein,0000-0000-0000-0000
Alexander Vardy,0000-0003-3303-9078
Alexander Volfovsky,0000-0003-4462-1020
Alexander Voss,0000-0002-8053-2175
Alexander Wiethoff,0000-0003-2938-7272
Alexander Wilkie,0000-0002-3536-6577
Alexander Wolff 0001,0000-0001-5872-718X
Alexander Wong,0000-0002-5295-2797
Alexander Zelikovsky,0000-0003-4424-4691
Alexander Zipf,0000-0000-0000-0000
Alexandr Andoni,0009-0004-8042-0976
Alexandra (Sasha) Fedorova,0000-0000-0000-0000
Alexandra Birch,0000-0002-9022-3405
Alexandra Boldyreva,0009-0000-7019-884X
Alexandra Dmitrienko,0000-0001-5637-7016
Alexandra Fedorova,0000-0001-6805-7300
Alexandra I. Cristea,0000-0002-1454-8822
Alexandra Ioana Cristea,0000-0000-0000-0000
Alexandra Ion,0000-0001-5933-1363
Alexandra Jimborean,0000-0001-8642-2447
Alexandra Kitson,0000-0003-3479-5297
Alexandra Kolla,0000-0000-0000-0000
Alexandra L. Uitdenbogerd,0000-0000-0000-0000
Alexandra Meliou,0000-0001-7346-6002
Alexandra Mendes,0000-0001-8060-5920
Alexandra Poulovassilis,0000-0001-8981-4104
Alexandra Silva 0001,0000-0001-5014-9784
Alexandra To,0000-0001-7298-7607
Alexandre A. B. Lima,0000-0000-0000-0000
Alexandre Alahi,0000-0002-5004-1498
Alexandre Allauzen,0000-0000-0000-0000
Alexandre Bergel,0000-0001-8087-1903
Alexandre Bernardino,0000-0003-3991-1269
Alexandre Blondin Massé,0000-0000-0000-0000
Alexandre C. B. Delbem,0000-0000-0000-0000
Alexandre Cabral Mota,0000-0000-0000-0000
Alexandre Cláudio Botazzo Delbem,0000-0000-0000-0000
Alexandre M. Amory,0000-0001-8432-3162
Alexandre M. Bayen,0000-0000-0000-0000
Alexandre M. L. de Vasconcelos,0000-0000-0000-0000
Alexandre Marcos Lins de Vasconcelos,0000-0000-0000-0000
Alexandre Megretski,0000-0000-0000-0000
Alexandre Mendes,0000-0003-1759-3765
Alexandre Miguel Pinto,0000-0003-0577-0939
Alexandre Mota 0001,0000-0000-0000-0000
Alexandre N. Delbem,0000-0000-0000-0000
Alexandre P. Francisco,0000-0003-4852-1641
Alexandre P. de Carvalho 0001,0000-0000-0000-0000
Alexandre Paulo Francisco,0000-0000-0000-0000
Alexandre Plastino 0001,0000-0000-0000-0000
Alexandre Salles da Cunha,0000-0000-0000-0000
Alexandre Sedoglavic,0000-0000-0000-0000
Alexandre Tiskin,0000-0000-0000-0000
Alexandre X. Falcão,0000-0002-2914-5380
Alexandre Xavier Falcão,0000-0000-0000-0000
Alexandre d'Aspremont,0000-0003-3851-216X
Alexandre de Morais Amory,0000-0000-0000-0000
Alexandros A. Voudouris,0000-0003-1105-3856
Alexandros Daglis,0000-0000-0000-0000
Alexandros Eleftheriadis,0000-0000-0000-0000
Alexandros G. Dimakis,0000-0002-4244-7033
Alexandros Kapravelos,0000-0002-8839-8521
Alexandros Labrinidis,0000-0003-1349-0056
Alexandros Potamianos,0000-0000-0000-0000
Alexandros Psomas 0001,0000-0002-7709-5058
Alexandros Stamatakis,0000-0003-0353-0691
Alexandros Stergiou,0000-0003-4706-4231
Alexandros V. Gerbessiotis,0000-0000-0000-0000
Alexandru Cojocaru,0000-0003-2710-1170
Alexandru G. Bardas,0000-0000-0000-0000
Alexandru I. Tomescu,0000-0002-5747-8350
Alexandru Iosup,0000-0001-8030-9398
Alexandru Nicolau,0009-0003-9833-8455
Alexandru Paler,0000-0002-1536-8858
Alexei A. Efros,0000-0001-5720-8070
Alexei J. Drummond,0000-0003-4454-2576
Alexei Lisitsa 0001,0000-0000-0000-0000
Alexei P. Lisitsa,0000-0000-0000-0000
Alexei Sourin,0000-0003-4051-2927
Alexei Y. Kitaev,0000-0000-0000-0000
Alexey A. Gurevich,0000-0002-5855-3519
Alexey A. Koloydenko,0000-0000-0000-0000
Alexey A. Neznanov,0000-0000-0000-0000
Alexey Gotsman,0000-0002-2454-4171
Alexey Ignatiev,0000-0002-4535-2902
Alexey L. Lastovetsky,0000-0001-9460-3897
Alexey Naumov,0000-0000-0000-0000
Alexey Neznanov,0000-0000-0000-0000
Alexey Onufriev,0000-0002-4930-6612
Alexey Ovchinnikov,0000-0000-0000-0000
Alexey Tumanov,0009-0005-7862-1477
Alexey V. Onufriev,0000-0000-0000-0000
Alexia Briassouli,0000-0002-0545-3215
Alexia Zoumpoulaki,0000-0002-0810-0319
Alexios Voulimeneas,0000-0002-6985-8684
Alexis Hiniker,0000-0003-1607-0778
Alexis J. Battle,0000-0000-0000-0000
Alexis Palmer,0000-0000-0000-0000
Alexis Tsoukiàs,0000-0001-5772-3988
Alf Inge Wang,0000-0000-0000-0000
Alf Weaver,0000-0000-0000-0000
Alfie Abdul-Rahman,0000-0002-6257-876X
Alfons Kemper,0000-0000-0000-0000
Alfons Laarman,0000-0002-2433-4174
Alfonso Baños,0000-0000-0000-0000
Alfonso Baños Torrico,0000-0000-0000-0000
Alfonso Bueno-Orovio,0000-0002-1634-3601
Alfonso Castro Martínez,0000-0000-0000-0000
Alfonso Fuggetta,0000-0000-0000-0000
Alfonso Pierantonio,0000-0002-5231-3952
Alfred C. Weaver,0000-0002-8527-7142
Alfred Hero,0000-0002-2531-9670
Alfred J. Menezes,0000-0000-0000-0000
Alfred Kobsa,0000-0002-7691-4955
Alfred Krzywicki,0000-0000-0000-0000
Alfred M. Bruckstein,0000-0001-5669-0037
Alfred Marcel Bruckstein,0000-0000-0000-0000
Alfred Menezes,0000-0000-0000-0000
Alfred Mertins,0000-0000-0000-0000
Alfred O. Hero III,0000-0000-0000-0000
Alfred Olivier Hero,0000-0000-0000-0000
Alfred Ultsch,0000-0002-7845-3283
Alfred V. Aho,0000-0000-0000-0000
Alfredo De Santis,0000-0001-8962-1919
Alfredo Ferreira,0000-0001-9278-142X
Alfredo Goldman,0000-0001-5746-4154
Alfredo Goldman vel Lejbman,0000-0000-0000-0000
Alfredo Pulvirenti,0000-0002-9764-0295
Alfredo Weitzenfeld,0000-0001-7016-3751
Alfredo Weitzenfeld Ridel,0000-0000-0000-0000
Alham Fikri Aji,0000-0000-0000-0000
Ali A. Al-Ataby,0000-0000-0000-0000
Ali A. Ghorbani 0001,0000-0000-0000-0000
Ali A. Minai,0000-0000-0000-0000
Ali A. Nazari Shirehjini,0000-0000-0000-0000
Ali Abbasi 0002,0000-0003-4220-6560
Ali Abedi 0002,0000-0000-0000-0000
Ali Akbar Ghorbani,0000-0000-0000-0000
Ali Al-Ataby,0000-0001-9159-0883
Ali Anaissi,0000-0002-8864-0314
Ali Anwar 0001,0000-0003-4487-2436
Ali Arya,0000-0002-2550-1296
Ali Asghar Nazari Shirehjini,0000-0000-0000-0000
Ali Aydin Selçuk,0000-0000-0000-0000
Ali Ayub,0000-0001-9458-477X
Ali Babar 0001,0000-0000-0000-0000
Ali C. Begen,0000-0000-0000-0000
Ali Chehab,0000-0002-1939-2740
Ali Dehghan Tanha,0000-0000-0000-0000
Ali Dehghantanha,0000-0000-0000-0000
Ali Ebnenasir,0000-0000-0000-0000
Ali Emami,0000-0000-0000-0000
Ali Eslami,0000-0000-0000-0000
Ali Farhadi,0000-0001-7249-2380
Ali Ghanbari 0001,0000-0003-1471-2546
Ali Ghodsi 0001,0000-0000-0000-0000
Ali Ghodsi Boushehri,0000-0000-0000-0000
Ali Ghrayeb,0000-0002-6808-5886
Ali Gooya,0000-0001-5135-4800
Ali Grami,0000-0000-0000-0000
Ali Gökhan Yavuz,0000-0000-0000-0000
Ali H. Dogru,0000-0000-0000-0000
Ali H. Sayed,0000-0000-0000-0000
Ali Hikmet Dogru,0000-0000-0000-0000
Ali Ismail Awad,0000-0000-0000-0000
Ali Jannesari,0000-0001-8672-5317
Ali Jannesari Ladani,0000-0000-0000-0000
Ali Jaoua,0000-0001-6578-8191
Ali Javey,0000-0000-0000-0000
Ali José Mashtizadeh,0000-0002-8672-5138
Ali Kafash Hoshiar,0000-0002-0561-5018
Ali M. Niknejad,0000-0002-9246-9791
Ali Mahdavi-Amiri,0000-0002-4693-3565
Ali Makhdoumi,0000-0001-5422-0314
Ali Mehrizi-Sani,0000-0001-9072-4819
Ali Mesbah 0001,0000-0002-8783-7967
Ali Mili 0001,0000-0000-0000-0000
Ali Miri,0000-0000-0000-0000
Ali Mohammad Afshin Hemmatyar,0000-0002-5721-0143
Ali Movaghar,0000-0000-0000-0000
Ali Movaghar 0001,0000-0000-0000-0000
Ali Movaghar-Rahimabadi,0000-0000-0000-0000
Ali Niknejad,0000-0002-9246-9791
Ali Orooji,0000-0000-0000-0000
Ali Ouni 0001,0000-0003-4708-0362
Ali Raza Butt,0000-0002-0871-7263
Ali Reza Ejlali,0000-0000-0000-0000
Ali Reza Pedram,0000-0003-4619-2231
Ali Reza Sadeghian,0000-0000-0000-0000
Ali Ridha Mahjoub,0000-0000-0000-0000
Ali Saberi,0000-0000-0000-0000
Ali Saman Tosun,0000-0000-0000-0000
Ali Seydi Keçeli,0000-0001-6531-8464
Ali Shokoufandeh,0000-0000-0000-0000
Ali Shokri,0000-0000-0000-0000
Ali Siahkoohi,0000-0000-0000-0000
Ali Sunyaev,0000-0002-4353-8519
Ali Taylan Cemgil,0000-0003-4463-8455
Ali Vakilian,0000-0001-5049-7594
Ali Zilouchian,0000-0000-0000-0000
Ali Zulfiqar,0000-0000-0000-0000
Alia Asheralieva,0000-0002-4430-5928
Alia I. Abdelmoty,0000-0000-0000-0000
Alia Madain,0000-0000-0000-0000
Alice A. Miller,0000-0000-0000-0000
Alice E. Koniges,0000-0001-8303-3104
Alice H. Oh,0000-0000-0000-0000
Alice Hae Yun Oh,0000-0000-0000-0000
Alice Hutchings,0000-0003-3037-2684
Alice Miller 0001,0000-0002-0941-1717
Alice Oh,0000-0000-0000-0000
Alice Toniolo,0000-0002-6816-6360
Alim Al Islam,0000-0000-0000-0000
Alin Achim,0000-0002-0982-7798
Alin Albu-Schäffer,0000-0001-5343-9074
Alin Deutsch,0000-0000-0000-0000
Alin Dobra,0000-0003-2033-9952
Alin Olimpiu Albu-Schäffer,0000-0000-0000-0000
Alina Dana Miron,0000-0000-0000-0000
Alina Ene,0000-0002-5818-1807
Alina Oprea,0000-0002-4979-5292
Alina Roitberg,0000-0003-4724-9164
Alina Sîrbu,0000-0000-0000-0000
Alina Zare,0000-0002-4847-7604
Aline Villavicencio,0000-0002-3731-9168
Alioune Ngom,0000-0000-0000-0000
Alireza Ejlali,0000-0002-5661-3629
Alireza Entezari,0000-0000-0000-0000
Alireza Fallah 0001,0000-0002-9295-704X
Alireza Jolfaei,0000-0000-0000-0000
Alireza Mousavi,0000-0000-0000-0000
Alireza Sadeghian,0000-0000-0000-0000
Alireza Tamaddoni-Nezhad,0000-0000-0000-0000
Alireza Tavakkoli,0000-0001-9460-1269
Alisha Pradhan,0000-0003-3419-9735
Alison M. Hill,0000-0000-0000-0000
Alison Pease,0000-0003-1856-9599
Alistair Baron,0000-0003-1224-4355
Alistair Knott,0000-0003-3036-4668
Alistair Moffat,0000-0002-6638-0232
Alistair Morrison,0000-0001-7766-8373
Alistair Sinclair,0009-0002-9210-268X
Alistair Willis,0000-0001-7233-8623
Aljosa Smolic,0000-0000-0000-0000
Alke Martens,0000-0000-0000-0000
Alkida Balliu,0000-0001-5293-8365
Alkmini Sgouritsa,0000-0003-3997-5131
Alla Rozovskaya,0000-0000-0000-0000
Alla Sheffer,0000-0001-9251-3716
Allan Aasbjerg Nielsen,0000-0000-0000-0000
Allan Borodin,0000-0000-0000-0000
Allan D. Jepson,0000-0000-0000-0000
Allan Gottlieb,0000-0002-9645-6445
Allan Hanbury,0000-0002-7149-5843
Allan Jones,0000-0000-0000-0000
Allan Knight,0000-0002-8419-3924
Allan P. Engsig-Karup,0000-0000-0000-0000
Allan Peter Engsig-Karup,0000-0000-0000-0000
Allan Ramsay,0000-0002-9903-0722
Allan Tucker,0000-0001-5105-3506
Allen B. Riddell,0000-0000-0000-0000
Allen D. Malony,0000-0000-0000-0000
Allen Parrish,0000-0000-0000-0000
Allen R. Tannenbaum,0000-0002-0567-5256
Allen Riddell,0000-0002-4967-0879
Allen S. Parrish,0000-0000-0000-0000
Allen Van Gelder,0000-0000-0000-0000
Allison B. Lewko,0000-0000-0000-0000
Allison Bishop,0000-0000-0000-0000
Allison Bishop Lewko,0000-0000-0000-0000
Allison K. Sullivan,0000-0001-7400-2218
Allison Lahnala,0009-0004-8626-1013
Allison McDonald,0000-0001-7477-6782
Allison Sullivan,0000-0001-7400-2218
Alneu de Andrade Lopes,0000-0000-0000-0000
Alois C. Knoll,0000-0003-4840-076X
Alois Knoll,0000-0003-4840-076X
Alois Zoitl,0000-0002-1306-3209
Alok N. Choudhary,0000-0001-8152-6319
Alok Ranjan Tripathy,0000-0000-0000-0000
Alon Cohen,0000-0002-4757-5763
Alon Eden,0000-0002-0907-3914
Alon Efrat,0000-0001-9834-4132
Alon Keinan,0000-0000-0000-0000
Alon Orlitsky,0000-0000-0000-0000
Alon Rosen,0000-0002-3021-7150
Alona Fyshe,0000-0003-4367-0306
Aloni Cohen,0000-0002-3492-2447
Alonzo Kelly,0000-0000-0000-0000
Aloysius K. Mok,0000-0003-1309-8425
