name,affiliation
Emil Sekerinski , McMaster University
Fei Chiang , McMaster University
Franya Franek , McMaster University
George Karakostas , McMaster University
Jacques Carette , McMaster University
Jeffery I. Zucker , McMaster University
Mark Lawford , McMaster University
Martin von Mohrenschildt , McMaster University
Nedialko S. Nedialkov , McMaster University
Reza Samavi , McMaster University
Ridha Khedri , McMaster University
Rong Zheng , McMaster University
Ryan J. Leduc , McMaster University
Ryszard Janicki , McMaster University
Spencer Smith , McMaster University
T. S. E. Maibaum , McMaster University
Thomas S. E. Maibaum , McMaster University
Wenbo He , McMaster University
William M. Farmer , McMaster University
Wolfram Kahl , McMaster University
Abdol-Hossein Esfahanian , Michigan State University
Alex Liu , Michigan State University
Anil K. Jain , Michigan State University
Anil Kumar Jain , Michigan State University
Arend Hintze , Michigan State University
Arun Abraham Ross , Michigan State University
Arun Ross , Michigan State University
Betty H. C. Cheng , Michigan State University
Charles B. Owen , Michigan State University
Charles Ofria , Michigan State University
Eric Torng , Michigan State University
Guoliang Xing , Michigan State University
Hasan Metin Aktulga , Michigan State University
Hu Ding , Michigan State University
Jiayu Zhou , Michigan State University
John (Juyang) Weng , Michigan State University
Joyce Y. Chai , Michigan State University
Joyce Yue Chai , Michigan State University
Juyang Weng , Michigan State University
Kevin Liu , Michigan State University
Laura K. Dillon , Michigan State University
Li Xiao , Michigan State University
Matt W. Mutka , Michigan State University
Pang-Ning Tan , Michigan State University
Philip K. McKinley , Michigan State University
Richard J. Enbody , Michigan State University
Sandeep Kulkarni , Michigan State University
Wayne R. Dyksen , Michigan State University
William F. Punch , Michigan State University
William F. Punch III , Michigan State University
Wolfgang Banzhaf , Michigan State University
Xiaoming Liu 0002 , Michigan State University
Yanni Sun , Michigan State University
Yiying Tong , Michigan State University
Aamir Cheema , Monash University
Alan Dorin , Monash University
Aldeida Aleti , Monash University
Andrew P. Paplinski , Monash University
Ann E. Nicholson , Monash University
Ann Nicholson , Monash University
Ariel Liebman , Monash University
Arun Siddharth Konagurthu , Monash University
Asad I. Khan , Monash University
Bala Srinivasan , Monash University
Balasubramaniam Srinivasan , Monash University
Bernd Meyer , Monash University
Cagatay Goncu , Monash University
Campbell Wilson , Monash University
Carlo Kopp , Monash University
Carsten Rudolph , Monash University
Chris Mears , Monash University
Christopher Mears , Monash University
Chung-Hsing Yeh , Monash University
David Albrecht , Monash University
David Arnott , Monash University
David G. Green , Monash University
David L. Dowe , Monash University
David McG. Squire , Monash University
David Squire , Monash University
David Taniar , Monash University
David W. Albrecht , Monash University
Falk Schreiber , Monash University
Frada Burstein , Monash University
Geoffrey I. Webb , Monash University
Gholamreza Haffari , Monash University
Grace Rumantir , Monash University
Grace W. Rumantir , Monash University
Graham E. Farr , Monash University
Graham Farr , Monash University
Guido Tack , Monash University
Henry Linger , Monash University
Ingrid Zukerman , Monash University
Jan Carlo Barca , Monash University
Jeremy Aarons , Monash University
Joanne Evans , Monash University
John Betts , Monash University
John M. Betts , Monash University
Jon McCormack , Monash University
Joseph K. Liu , Monash University
Judithe Sheard , Monash University
Judy Sheard , Monash University
Jue Xie , Monash University
Julian Garcia Gallego , Monash University
Julie Fisher , Monash University
Kerri Morgan , Monash University
Kevin B. Korb , Monash University
Kim Marriott , Monash University
Kirsten Ellis , Monash University
Larry Stillman , Monash University
Mahbubur M. Rahim , Monash University
Mahbubur Rahim , Monash University
Maria Garcia de la Banda , Monash University
Maria Indrawan , Monash University
Maria Indrawan-Santiago , Monash University
Maria J. García de la Banda , Monash University
Mark Carman , Monash University
Mark G. Wallace , Monash University
Mark James Carman , Monash University
Mark Wallace , Monash University
Matthew Butler 0002 , Monash University
Michael Brand , Monash University
Michael Morgan , Monash University
Michael Wybrow , Monash University
Nandita Bhattacharjee , Monash University
Pari Delir Haghighi , Monash University
Peter A. O'Donnell , Monash University
Peter E. Tischer , Monash University
Peter O'Donnell , Monash University
Phu Dung Le , Monash University
Reza Haffari , Monash University
Rob Meredith , Monash University
Robert G. Merkel , Monash University
Robert Merkel , Monash University
Ron Steinfeld , Monash University
S. J. Wright , Monash University
Sea Ling , Monash University
Shijia Gao , Monash University
Sid Ray , Monash University
Sue Bedingfield , Monash University
Sue Foster , Monash University
Sue McKemmish , Monash University
Susan E. Bedingfield , Monash University
Susan Foster , Monash University
Tim Dwyer , Monash University
Tom Chandler , Monash University
Tom Denison , Monash University
Vincent C. S. Lee , Monash University
Vincent Cheng-Siong Lee , Monash University
Wray L. Buntine , Monash University
Wray Lindsay Buntine , Monash University
Yen Cheung , Monash University
Yuan-Fang Li , Monash University
Alexandros V. Gerbessiotis , NJIT
Ali Mili , NJIT
Andrew Sohn , NJIT
Chase Q. Wu , NJIT
Chase Qishi Wu , NJIT
Chengjun Liu , NJIT
Cristian Borcea , NJIT
D. C. Douglas Hung , NJIT
Daochuan Hung , NJIT
David Nassimi , NJIT
Dimitri Theodoratos , NJIT
Frank Y. Shih , NJIT
Frank Yeong-Chyang Shih , NJIT
Guiling Wang , NJIT
Iulian Neamtiu , NJIT
James Geller , NJIT
James M. Calvin , NJIT
James McHugh , NJIT
Jason T. L. Wang , NJIT
Jason Tsong-Li Wang , NJIT
Joseph Y.-T. Leung , NJIT
Kurt Rohloff , NJIT
Marvin K. Nakayama , NJIT
Michael A. Baltrush , NJIT
Narain Gehani , NJIT
Narain H. Gehani , NJIT
Reza Curtmola , NJIT
Usman W. Roshan , NJIT
Vincent Oria , NJIT
Xiaoning Ding , NJIT
Yehoshua Perl , NJIT
Zhi Wei , NJIT
Keith W. Ross , NYU Shanghai
Zheng Zhang , NYU Shanghai
Baoliu Ye , Nanjing University
Baowen Xu , Nanjing University
Bin Luo , Nanjing University
Bing Mao , Nanjing University
Chang Xu , Nanjing University
Changhai Nie , Nanjing University
Chong-Jun Wang , Nanjing University
Chongjun Wang , Nanjing University
Daoxu Chen , Nanjing University
Fangmin Song , Nanjing University
Feng Xu , Nanjing University
Furao Shen , Nanjing University
Gangshan Wu , Nanjing University
Hao Huang , Nanjing University
Jia-Fu Xu , Nanjing University
Jiajun Chen , Nanjing University
Jian Lu , Nanjing University
Jian Lv , Nanjing University
Jian-Xin Wu , Nanjing University
Jianhua Zhao , Nanjing University
Jinxi Zhao , Nanjing University
Jun-Yuan Xie , Nanjing University
Junyuan Xie , Nanjing University
Linzhang Wang , Nanjing University
Ming Li 0005 , Nanjing University
Qing Gu , Nanjing University
Qingkai Zeng , Nanjing University
Sanglu Lu , Nanjing University
Shen Furao , Nanjing University
Sheng Zhong , Nanjing University
Wan-Chun Dou , Nanjing University
Wanchun Dou , Nanjing University
Wu-Jun Li , Nanjing University
XianPing Tao , Nanjing University
Xianping Tao , Nanjing University
Xiaoxing Ma , Nanjing University
Xuandong Li , Nanjing University
Yang Gao , Nanjing University
Yanwen Guo , Nanjing University
Yihua Huang , Nanjing University
Yitong Yin , Nanjing University
Yuan Jiang , Nanjing University
Yubin Yang , Nanjing University
Yuming Zhou , Nanjing University
Yuzhong Qu , Nanjing University
Zhengxing Sun , Nanjing University
Zhi-Hua Zhou , Nanjing University
A. Prasad Vinod , Nanyang Technological University
A. S. Madhukumar , Nanyang Technological University
Adams Wai-Kin Kong , Nanyang Technological University
Ah-Hwee Tan , Nanyang Technological University
Aixin Sun , Nanyang Technological University
Alexei Sourin , Nanyang Technological University
Alwen Fernanto Tiu , Nanyang Technological University
Alwen Tiu , Nanyang Technological University
Anupam Chattopadhyay , Nanyang Technological University
Anwitaman Datta , Nanyang Technological University
Arijit Khan , Nanyang Technological University
Arvind Easwaran , Nanyang Technological University
Bo An , Nanyang Technological University
Bu-Sung Lee , Nanyang Technological University
Chai Kiat Yeo , Nanyang Technological University
Chai Quek , Nanyang Technological University
Cham Tat Jen , Nanyang Technological University
Chan Hua Vun , Nanyang Technological University
Chee Keong Kwoh , Nanyang Technological University
Chengzheng Sun , Nanyang Technological University
Chiew Tong Lau , Nanyang Technological University
Chng Eng Siong , Nanyang Technological University
Chunyan Miao , Nanyang Technological University
Cuntai Guan , Nanyang Technological University
Deepu Rajan , Nanyang Technological University
Douglas L. Maskell , Nanyang Technological University
Douglas Leslie Maskell , Nanyang Technological University
Dusit Niyato , Nanyang Technological University
Eng Siong Chng , Nanyang Technological University
Erik Cambria , Nanyang Technological University
Francis Bu-Sung Lee , Nanyang Technological University
Gao Cong , Nanyang Technological University
Hiok Chai Quek , Nanyang Technological University
Hock Soon Seah , Nanyang Technological University
Jacek Mandziuk , Nanyang Technological University
Jagath C. Rajapakse , Nanyang Technological University
Jianfei Cai , Nanyang Technological University
Jianmin Zheng , Nanyang Technological University
Jie Zhang 0002 , Nanyang Technological University
Jie Zheng , Nanyang Technological University
Jun Luo , Nanyang Technological University
Kemao Qian , Nanyang Technological University
Kwok-Yan Lam , Nanyang Technological University
Liang-Tien Chia , Nanyang Technological University
Lin Feng , Nanyang Technological University
Mo Li , Nanyang Technological University
Rui Tan , Nanyang Technological University
Seah Hock Soon , Nanyang Technological University
Shang-Wei Lin , Nanyang Technological University
Siew Kei Lam , Nanyang Technological University
Sinno Jialin Pan , Nanyang Technological University
Siu Cheung Hui , Nanyang Technological University
Sundaram Suresh , Nanyang Technological University
Syin Chan , Nanyang Technological University
Sze-Yeung Liu , Nanyang Technological University
Tat-Jen Cham , Nanyang Technological University
Thambipillai Srikanthan , Nanyang Technological University
Vinod Achutavarrier Prasad , Nanyang Technological University
Vivek Chaturvedi , Nanyang Technological University
Wang Ping , Nanyang Technological University
Wee Keong Ng , Nanyang Technological University
Weisi Lin , Nanyang Technological University
Wen-Jing Hsu , Nanyang Technological University
Wentong Cai , Nanyang Technological University
Wooi Boon Goh , Nanyang Technological University
Wooi-Boon Goh , Nanyang Technological University
Xavier Bresson , Nanyang Technological University
Xiaokui Xiao , Nanyang Technological University
Xiaoli Li 0001 , Nanyang Technological University
Xueyan Tang , Nanyang Technological University
Yang Liu 0003 , Nanyang Technological University
Yew-Soon Ong , Nanyang Technological University
Ying He 0001 , Nanyang Technological University
Yiping Ke , Nanyang Technological University
Yonggang Wen , Nanyang Technological University
Ai-Chun Pang , National Taiwan University
Bing-Yu Chen , National Taiwan University
Cheng-Fu Chou , National Taiwan University
Chi-Sheng Shih , National Taiwan University
Chia-Lin Yang , National Taiwan University
Chih-Jen Lin , National Taiwan University
Chih-Wen Hsueh , National Taiwan University
Chiou-Shann Fuh , National Taiwan University
Feipei Lai , National Taiwan University
Gen-Huey Chen , National Taiwan University
Hsin-Hsi Chen , National Taiwan University
Hsin-Mu Michael Tsai , National Taiwan University
Hsin-Mu Tsai , National Taiwan University
Hsu-Chun Hsiao , National Taiwan University
Hsuan-Tien Lin , National Taiwan University
Hsueh-I Lu , National Taiwan University
Jane Yung-Jen Hsu , National Taiwan University
Jia-Ling Wu , National Taiwan University
Jieh Hsiang , National Taiwan University
Jonathan Lee , National Taiwan University
Jyh-Shing Roger Jang , National Taiwan University
Kun-Mao Chao , National Taiwan University
Li-Chen Fu , National Taiwan University
Lin-shan Lee , National Taiwan University
Mike Y. Chen , National Taiwan University
Ming Ouhyoung , National Taiwan University
Ming-Sui Lee , National Taiwan University
Ouhyoung Ming , National Taiwan University
Pangfeng Liu , National Taiwan University
Phone Lin , National Taiwan University
Pu-Jen Cheng , National Taiwan University
Ray-I Chang , National Taiwan University
Ruey-Feng Chang , National Taiwan University
Shih-Hao Hung , National Taiwan University
Shih-Wei Liao , National Taiwan University
Shih-wei Liao , National Taiwan University
Shou-De Lin , National Taiwan University
Shou-de Lin , National Taiwan University
Tei-Wei Kuo , National Taiwan University
Tony Tan , National Taiwan University
Wei-Chung Hsu , National Taiwan University
Wen-Chin Chen , National Taiwan University
Winston H. Hsu , National Taiwan University
Yen-Jen Oyang , National Taiwan University
Yi-Ping Hung , National Taiwan University
Yufeng J. Tseng , National Taiwan University
Yufeng Jane Tseng , National Taiwan University
Yuh-Dauh Lyuu , National Taiwan University
Yun-Nung Chen , National Taiwan University
Yung-Yu Chuang , National Taiwan University
Abhik Roychoudhury , National University of Singapore
Anand Bhojan , National University of Singapore
Anthony K. H. Tung , National University of Singapore
Aquinas Hobor , National University of Singapore
Ben Leong , National University of Singapore
Beng Chin Ooi , National University of Singapore
Bhojan Anand , National University of Singapore
